i want to leave you with one last thought .	我想給你們一個想法 。
" please , help me .	「 拜託 , 幫助我 。
she had to look like a man .	她必須看起來像一個人 。
it is a chess game .	這是個機會 。
so it's time for change .	所以 , 為了改變 。
or did you get fired up ?	還是你拿起了嗎 ?
many want to be part of this .	很多想成為這個 。
they cannot prevent this .	他們不能預防這一點 。
there were two lines in it .	這裡有兩條線線 。
it is also unstable .	同樣不可思議 。
and so was darwin .	所以 , 丹佛 。
there was no way they could win .	沒有辦法贏得 。
and we get a lot of that .	我們得到了很多 。
why do we want to do this ?	我們要怎麼做呢 ?
you can use it at ted .	你可以用ted 。
there are two general types .	這裡有兩種不同的類型 。
now , here's the story .	現在 , 這是故事 。
but i will do a trial .	但我要做一個試驗 。
it's a ways out still .	這是一個方法 。
his vision was pretty poor .	他的視覺很窮 。
a voodoo experiment .	一個投票實驗 。
you should have started with z .	你應該要從zzon開始 。
earth is having a fever .	地球已經有了 。
why would they cooperate ?	為什麼他們會合作 ?
so it was all about the data .	所以 , 關於數據 。
i'm only kidding .	我只在小孩身上 。
the first step is attention training .	第一步是訓練訓練 。
it wasn't even out yet .	還沒出去 。
it is time to scale this up .	這時速擴大 。
to me , that represents hope .	對我來說 , 這代表希望 。
that means we can do it again .	這意味著我們可以再次做 。
it's not just another day .	這不僅是另一天 。
and i remember the first letter .	我記得第一封信 。
ks: yay !	克里斯:嘿 !
this is the view from the inside .	這是從內部的觀點 。
surfaces can become porous .	表面可以變得非常嚴重 。
maybe some of them are here now .	也許有些人現在在這裡 。
poaching oh , no way .	喔 , 沒辦法 。
some shots go through quickly .	有些拍攝 。
we still use heparin today .	我們今天仍用公寓 。
sixtyfive . wow .	六歲 。 哇 。
imagine that you run a cafe .	想像你跑一杯咖啡 。
he went out and did an experiment .	他走了 , 做了個實驗 。
so what the hell was that ?	那會是什麼 ?
we all have to lead the change .	我們都必須要領領袖 。
zabalaza .	zalaza 。
will he be able to be normal ?	他能成為正常的嗎 ?
titus was so bitter .	終於有點恐怖 。
pay up , because we did it .	付錢 , 因為我們這麼做了 。
actually , no , there are three .	其實 , 這裡有三個 。
or even a little bit like this ?	還是有點像這樣的嗎 ?
this is what it looks like .	這是它的樣子 。
let me tell you who i am .	讓我告訴你們 , 我是誰 。
this is one tough robot .	這是一個很醜的機器人 。
you really can make this change happen .	你真的可以讓這個改變 。
you can be that great generation . "	你能成為這個偉大的世代 。
you know who else is doing that ?	你知道嗎 ?
what would we think of ourselves then ?	我們會想到什麼 ?
maybe you saw discomfort .	也許你看到很舒服 。
so dina , this is amazing .	所以 , dna很棒 。
and we need to train them right .	我們需要訓練他們 。
as it did in spain .	正如它在墨西哥所做的 。
nm: uh , sure .	丹:喔 , 肯定 。
and that's a simple question .	這是一個簡單的問題 。
he speaks english .	他說英文 。
and so it should be with us .	所以應該和我們一起 。
the second thing is video games .	第二件事是電玩遊戲 。
so here is normal speed .	這是正常的速度 。
there's still time to lead .	仍然有時候要領導 。
it was a historical day .	這是歷史上最重要的一天 。
congratulations .	宗教 。
you overcompensate .	你走過和國會 。
i became a parent .	我成為公寓 。
idea number three is listening .	重點是聆聽 。
pretty amazing , huh ?	很棒嗎 ?
what kind of world is this ?	世界是什麼 ?
i'm kidding .	我很小心 。
i document dreams .	我記住夢想 。
we need to believe in ourselves .	我們需要相信自己 。
they were always best in class .	他們總是最好 。
probably , like , none .	或許 , 沒錯 。
how many children did you have ?	你有多少小孩 ?
but he did have one thing .	但他有一件事 。
now , they are leaders .	他們是領導者 。
and no one got killed .	沒有人殺了 。
and everyone was doing the same .	大家都在做同樣的事 。
they become building steel .	他們就變成了鋼琴 。
now , why does this happen ?	為什麼這會發生嗎 ?
i've lost that count .	我失去了這個數字 。
cities are learning from each other .	城市從彼此學習 。
they don't feel different .	他們不覺得不同 。
it all sounds the same .	聽起來也一樣 。
that's the key thing .	這是關鍵的事情 。
and roger helped me .	羅斯幫助我 。
and it's pretty simple .	這很簡單 。
she's gone . "	她就好了 。 」
what percentage of the time ?	多少時候呢 ?
they cross over .	他們哭了 。
that would be a beautiful thing .	這會是很美麗的 。
not very well at all .	不太好 。
that's actually not true .	這不是真的 。
it's a new experience .	這是一個新的經驗 。
this is nine of them .	這是它們的九個 。
so that's our job .	這就是我們的工作 。
but you can do other things .	但你可以做些事 。
so let's do that .	咱們就這樣做 。
and lots of people watch .	很多人看 。
we stop ourselves from doing things .	我們停止自己 。
the present you is hopeful .	希望你是希望的 。
who do you think you are ?	誰認為你是嗎 ?
most parents would find that great .	大部分的父母會找到這很棒 。
how do we create public space ?	我們要如何創造公共空間 ?
most of them work for companies .	大部分的公司都在工作 。
i do , in any case .	我在任何案例中 , 任何案例 。
who do you run away from ?	你從哪裡走了嗎 ?
they can cost you a lot .	他們可以給你很多 。
they were very friendly .	他們很友善 。
that leaves this white space .	這張白色空間 。
and almost every state has one .	幾乎所有的國家都有一個 。
stop running around starving .	停止盯著星球 。
that plan has worked thanks .	這計畫非常感謝 。
sometimes they agree .	有時候他們認同 。
he played . he won .	他贏了 。 他贏了 。
we live in the world together .	我們生活在世界各地 。
ca: thank you so much .	克里斯:謝謝你 。
her name i did not know .	她的名字不懂 。
it has sensors .	它有敏感 。
i totally lost it .	我完全失去了它 。
it's between buildings .	這是建築之間的 。
they felt empowered .	他們覺得很棒 。
what do you bring to it ?	你要怎麼辦 ?
it's an old idea .	這是個很老的想法 。
i know they care a lot .	我知道他們在乎很多 。
five million people have taken it .	五百萬人都拍了 。
" all right . ok . "	「 好 。 」
and you get something like this .	你覺得這樣 。
it was in italy .	這是在美洲的 。
and it has more notes .	它有更多的不起 。
not quite ten percent .	不是百分之十 。
" did you hear me ? "	「 你聽了嗎 ? 」
and we are considered less .	我們認為較少 。
countries are going underwater .	國家會下降 。
which really bothers me .	這真是我 。
and i believe there is .	我相信有 。
that is how we live .	這就是我們的生活 。
because it's easy .	因為它很容易 。
i had to step down .	我必須要下步 。
the ocean is everything else .	海洋是其他的 。
that's the end .	這是最後的 。
so there we have it .	所以我們有了它 。
we can fly around them .	我們可以飛行 。
now you have another choice .	現在你有另一個選擇 。
this is what we believe .	這是我們相信的 。
how do you even start ?	你要怎麼辦 ?
now , something else happened .	其他事情發生了 。
here's his solution .	這是他的解決方案 。
that's not true .	這不是真的 。
it's not easy .	這不容易 。
this is seaweed .	這是海嘯 。
thank you . thank you .	謝謝 。
he nodded .	他沒錯了 。
thank you very much .	謝謝 。
that , i am not .	我不是 。
thank you very much .	謝謝 。
i turn around . . .	我轉轉了 。
thank you very much .	謝謝 。
thank you so much everyone .	謝謝 。
here's the first .	這是第一個 。
so that is a fact .	所以這其實是個事實 。
thank you very much .	謝謝 。
your mental health ?	你的心理健康嗎 ?
and we continue to build .	我們繼續建造 。
why ? he made you .	為什麼 ? 他給你 。
i thought they were fun .	我覺得他們很有趣 。
for example , personality .	舉例來說 , 個人性 。
sometimes you will trip .	有時候你會試 。
again , see number one .	再一次 , 看看數字 。
" should we be there ?	「 我們應該在那裡嗎 ?
ella is stuck .	伊拉克很快 。
i never saw his face .	我從未看到他的臉 。
question for you , though .	不過 , 對你來說 , 問題是 。
be us , be we .	是我們的 。
we have to end this .	我們必須結束 。
more complex interiors .	更複雜 。
there were still fishes .	仍然有魚 。
this week ? last week ?	這星期嗎 ?
i hope , i believe .	我希望 , 我相信 。
so step one . . .	所以 , 一步 。
where did this all begin ?	這一切都開始了 ?
dana: that way .	丹娜:這樣 。
we have done it before .	我們在前所做的 。
how do we do that ?	我們要怎麼做 ?
and what do you say ?	你說嗎 ?
so curiosity .	所以好奇心 。
so what could this mean ?	所以這個意思是嗎 ?
and we did good . "	我們做了好 。 "
think about cpr .	想想cr 。
" the business is on .	「 商業就是在上班 。
are we not children ?	我們不是嗎 ?
we married .	我們結婚了 。
don't tell .	不要說 。
thank you so much .	謝謝 。
but that is great .	但這很棒 。
was that computer music ?	電腦嗎 ?
we all have problems .	我們都有問題 。
so where are they ?	所以他們在哪裡 ?
you can see this .	你可以看到這個 。
it's not .	這不是 。
let’s go .	咱們來吧 。
feeding time .	隨著時間 。
what would i feel ?	我覺得嗎 ?
pretty good , right ?	好嗎 ?
the body is political .	身體是政治 。
maybe even deeply .	也許更深入 。
one was jason .	一是監獄 。
little line down there .	這裡的小線 。
we can't .	我們不能 。
it was pretty hard .	這很難 。
make it bigger .	使它更大 。
my work thanks .	我的作品謝謝 。
i like being happy .	我喜歡快樂 。
we have both .	我們有兩種 。
there it is .	這裡有了 。
this is important .	這是很重要的 。
have sex .	性有性 。
nothing at all .	一切都沒有 。
they helped .	他們幫助了 。
they saw everything .	他們看到一切 。
it really is .	這真的是 。
i made this .	我做了這個 。
doctor: now ?	醫生:現在嗎 ?
but many die .	但許多死了 。
open up now .	現在開放了 。
yes , more .	是的 。
something stronger ?	更強嗎 ?
then another thing .	接著 , 另一件事 。
thank you .	謝謝 。
thank you .	謝謝 。
thank you .	謝謝 。
thank you .	謝謝 。
thank you .	謝謝 。
thank you .	謝謝 。
thank you .	謝謝 。
thank you .	謝謝 。
thank you .	謝謝 。
thank you .	謝謝 。
thank you .	謝謝 。
thank you .	謝謝 。
thank you .	謝謝 。
thank you .	謝謝 。
thank you .	謝謝 。
thank you .	謝謝 。
thank you .	謝謝 。
thank you .	謝謝 。
thank you .	謝謝 。
deny .	沒錯 。
grouper ?	團隊嗎 ?
fear not .	恐懼不會 。
but why ?	但為什麼 ?
hi everybody .	嗨 。
shy ?	好嗎 ?
you know ?	你知道嗎 ?
thank you .	謝謝 。
thank you .	謝謝 。
thank you .	謝謝 。
thank you .	謝謝 。
thank you .	謝謝 。
thank you .	謝謝 。
thank you .	謝謝 。
thank you .	謝謝 。
no .	不 。
right ?	對吧 ?
right ?	對吧 ?
right ?	對吧 ?
order .	順利 。
right ?	對吧 ?
each and every one of us needs educating .	每一個人都需要教育 。
or rather , we get educated out of it .	或者 , 我們得到了教育 。
rap , of course , rap freestyle .	當然 , 當然 , 種族自由 。
he loved intellectual battle .	他喜歡智慧的球球 。
arthur samuel knew strategy .	藝術家都知道策略 。
this wasn't invented recently .	這不是最近ted的發明 。
and i learned a whole bunch of really interesting stuff .	我學到一個非常有趣的事 。
but journalism isn't dead .	但約翰主義並不死了 。
and so that seemed sufficiently interesting .	所以這似乎很有趣 。
most of our planet is in eternal darkness .	我們大部分的星球是來自西方黑暗暗暗暗的 。
so here we're looking from the south , look north .	所以我們從南方看南方 , 看看北方 。
so i'd like to think it was a good sign .	所以我想 , 這是個很好的信號 。
it's good for improving people's lives .	為了改善人們的生活 。
and so this is something that we should be able to design .	這就是我們應該能設計的 。
i'm going to give you just two examples today .	我今天要給各位兩個例子 。
but it doesn't happen automatically .	但它不會發生 。
it's not about individual recognition .	這不是關於個人認知 。
but look at all the electrodes around it .	但看看它周圍的電力 。
of course , these are extreme examples .	當然 , 這些是極端的例子 。
we've covered purpose already .	我們已經完成了一些目的 。
the bridge was far too flexible .	橋樑太遠了 。
well , what did i do when i was a kid ?	嗯 , 當我是個孩子的時候 , 我做了什麼 ?
the same thing happens when you get something spinning .	同樣的事 , 當你早上升時 , 會發生同樣的事發生 。
looked like a ladybug , right ?	看起來像雷布 , 對吧 ?
this is the storage system that he designed .	這是他設計的階段 。
it can hear , it holds memories .	它可以聽 , 它保持記憶 。
the first pattern always kind of shocked me .	第一個模式總是讓我震驚 。
what matters is that there are a lot of them .	重要的是 , 有很多人 。
scientists tell us that vaccines are safe .	科學家告訴我們疫苗是安全的
clouds are blocking the view .	雲朵被拆開了 。
but the bubble doesn't last long .	但泡不會長久 。
would you call out your answers , please ?	你會稱之為你的答案 , 請請請求答案 ?
you also have this idea for bicycles .	你也擁有這個想法 。
now we're talking the potential for real change .	現在我們正在談真正改變的潛力 。
that is why millions of people doodle .	這就是為什麼有數百萬人都喜歡的 。
i was awakened once during the night .	在晚上 , 我曾經意識到一夜 。
it was a really extraordinary moment .	這是很棒的時刻 。
this is a hotel in bolivia .	這是在波利亞的一個洞穴 。
and bell then goes on to explain to the students .	然後要向學生解釋學生 。
so here's another few people trying it out .	所以 , 另外幾個人試圖 。
mentor: he had nowhere to hide .	講者:他現在要愛滋病毒 。
the second lesson i learned is about harmony .	我學到的第二個課題是哈拉 。
it's right here , let's use it .	這是正確的 , 讓我們用它 。
and he answered me , and it was pretty interesting .	他回答我 , 很有意思 。
and this is doug engelbart .	這是很醜陋的 。
best of all , images . just a simple image .	最好的 , 只是一個簡單的圖像 。
but it just isn't changing fast enough .	但 , 這不夠快 。
and it was the same everywhere . . .	同樣的 , 每個地方都一樣 。
and this was an inspiration to me .	對我來說 , 這是一個鼓勵我 。
he said there's just not in demand .	他說 , 不只是在沙漠 。
compassion is going to be limited .	競爭會被限制 。
they want to do it , too , and they can .	他們希望這麼做 , 他們也能做到 。
they cannot deal with multiplicity .	他們無法處理多元素 。
and i think they’re breathing .	我認為他們正在呼吸 。
well , the clerks are the computers .	實驗室是電腦 。
only the best ones can survive .	唯一能存活 。
we're even doing this on purpose .	我們甚至在做這個目的 。
but hey , we're on ted time .	但 , 我們在ted 。
that's not what we're talking about .	這不是我們談談的 。
well there's an answer that many people would give .	有很多人會給予 。
i promise , you'll love it .	我承諾你會愛它 。
the rebels be rockin' .	石油是石油的 。
this would be truly incredible .	這真是很棒的 。
we don't have time to waste for that .	我們沒有時間去做這件事 。
so again , that was a real good match .	所以 , 這是一個真正的數學 。
that hurts me just to look at .	我只想看 。
what's actually the scope of the problem ?	問題到底到底是問題的 ?
and what you need to do is listen to your body .	你需要做的就是聆聽你的身體 。
but i'm not here to talk about music today .	但我今天不是要談音樂 。
we have some serious work still to do .	我們有一些非常嚴肅的工作 。
this is a worldchanging invention .	這是一個世界正在改變的發明 。
and he was very , very sorry .	他非常抱歉 。
we are the ones who share the stories online .	我們是網路上最重要的故事 。
more money , less drugs . hmm .	更多的藥物 , 減少了 。
so you go to the doctor and get some tests .	所以你去醫生 , 得到一些測試 。
new ways of making electric transportation .	創造電力的新方法 。
and you should see me during the match .	你應該在數學上看到我 。
have you ever been approached by strangers ?	你曾經從陌生人身上過過過過嗎 ?
i mean , i could tell you hundreds of them .	我的意思是 , 我可以告訴你們數百人 。
how did you make all these people pay for music ? "	你要怎麼賺這些人 ? 」
of your team , only hedge can fit .	你的團隊只能填補 。
pain is something that can make your life miserable .	痛苦是可以讓你的命運 。
the potential gains here are enormous .	這裡的潛艇是很棒的 。
and boy , they were like , " what ? why ?	男孩們說: 「 為什麼 ?
they put it in albany rather than new york .	他們把它放到亞洲 , 而不是紐約 。
and we knew that we were losing co2 .	我們知道我們正在失去二氧化碳
stairs add enormous drama .	漫畫加上很棒的戲劇 。
anyone can become a bitcoin miner .	任何人都可以變得有點微笑 。
i'm not diego rivera or something .	我不是死亡或一些事 。
this piece could fire a shell every four seconds .	這張作品可以在四秒秒鐘 。
but soon we realized we were novices .	但很快我們意識到我們是不見的 。
in angola or afghanistan .	在阿拉伯或阿富汗 。
that's the pantheon next to it .	這是接下來的路徑 。
and already today this is 25 , 000 images .	今天已經有25萬張圖像 。
clearly , i need to walk home from ted .	顯然 , 我需要從ted 。
and perhaps in life , movements get better through learning .	也許在人生中 , 運動會變得更好 。
no ? yes ? doesn't matter , it worked .	沒錯嗎 ? 不論是 , 不是嗎 ?
so you're going to miss the earth again .	所以你會再次誤解地球 。
i also know what i hope for for our girls .	我也知道我希望能為我們的女孩做什麼 。
so let's talk for a moment about race .	咱們來談談種種族 。
they didn't want to buy his bread .	他們不想買他的麵包 。
yes , they chose a cartoon , ok ?	是的 , 他們選擇一輛汽車 , 好嗎 ?
and someone sits down and draws a picture .	有人坐下來 , 畫了一張照片 。
i have a prescription for you .	我有一個假設 。
i basically force people to tell me what they think .	基本上 , 我強迫人們告訴我他們的想法 。
now the amount of contraction is easy to control .	矛盾的數量很容易控制 。
and i had an armored organization at that point .	當時我有一個軍隊組織 。
and you know what ? it's just the beginning .	你知道嗎 ? 這是剛開始的 。
the net of spies was really broad .	蜘蛛真的很瘋狂 。
but no vehicles will need oil .	但沒有任何有毒素會需要石油 。
so is every part of her body , for that matter .	所以她身體的每一個部分都很重要 。
but once you're up , it's great .	但一旦你站起來 , 很棒 。
so i say: share your truths .	所以我說:分享你的真相 。
dna and clinical data is the food .	dna和臨床數據是食物 。
i would do it all over again if i could . "	我會再次做一次 。 "
i don't think we have to make that choice .	我不認為我們必須做出選擇 。
however , there is ample cause for hope .	然而 , 希望有希望 。
and it is a really weird thing to do .	這是非常奇怪的事 。
that's social . let's look at education .	這就是社會 。 讓我們看看教育 。
and what would you do if you knew what i know ?	如果你知道我知道嗎 ?
if not in yours , your children's lives .	如果不在你身上 , 你的孩子的生命 。
i thought the looters had stolen everything .	我想 , 洛杉磯都很酷 。
it's perhaps because we expect it to be easy .	也許是因為我們期待它很容易 。
but let's back up: what is fat ?	但咱們回來:什麼是脂肪 ?
everything is about your town , where you live .	所有東西都關心你 , 住在哪裡 。
or maybe you see a topless sunbather .	或者 , 也許你看到一個很棒的太陽能 。
sk: it's really awful .	克里斯:這是很棒的 。
what did you see there and what did you do there ?	你可以看到那裡有什麼 ?
number five: entrepreneurship .	第五:企業家 。
it's beautiful and it's functional .	它很美麗 , 它是功能的 。
i'm trying , i'm trying .	我正在試圖 , 我正在試圖 。
it's really pretty remarkable .	這真的很聰明 。
now this is statistically impossible .	這是很容易的 。
and that is the question we need to ask ourselves .	這就是我們需要問自己的問題 。
because they know that she needs to heal .	因為他們知道她需要的需求 。
here's a last exercise .	這是最後一個探索者 。
bf: sevenclub juggling .	布魯斯:七個演員 。
try again . try again: snow .	試試試一次 , 試試試一下:謝謝 。
and we were able to have a community meeting .	我們能夠有社區會議 。
a student missed 18 .	十八歲的錯誤 。
and we're just playing here , right ?	我們只是在玩 , 對吧 ?
i will explain briefly what this is .	我將將來解釋這是什麼 。
and it was gut wrenching .	這是槍枝寫的 。
i call it my freedom staff .	我稱它為我的自由策略 。
and do not believe that that isn't coming .	不要相信那不是來的 。
albert hands me the knife .	阿拉伯的手指我 。
he named it homunculus .	他稱之為熱情 。
and so the senate won in the end .	所以 , 秘密贏得了 。
but we also have stars and things as well .	但我們也有恆星和事物 。
and , of course , bad for me personally .	當然 , 對我來說 , 很糟 。
we were attacking the wrong driver .	我們正在攻擊錯誤的駕駛 。
we dropped the sandwiches .	我們拿了舊金山 。
you don't have enough experts .	你沒有足夠的專家 。
but still , i love imagining it .	但仍然 , 我很愛它 。
geologic process in action here .	這裡的邏輯過程 。
it was even taxdeductible .	即使是可怕的 。
second is technical assistance .	第二個是技術學家 。
look at the client base for this .	看看客戶的基礎 。
and people would come in and learn more about it .	人們會開始學習更多 。
it's almost like a reflex .	幾乎就像是衝突 。
so i'm surprised .	所以我感到驚訝 。
however , there's a catch .	然而 , 有個洞穴 。
what exactly are they experiencing ?	他們在探索什麼 ?
heroes like making speeches .	像製作音音 。
and it was a huge success .	這是很大的成功 。
but it doesn't have to be that way .	但這不一定是這樣 。
it's going to be machinereadable .	這將會是機器的可行 。
i didn't show you how to do that .	我不知道要怎麼做 。
but humans weren't always like this .	但人類並不是這樣 。
and these are also chemical factories .	這些也是化學物質 。
so , i have a strange career .	所以 , 我有一個很奇怪的職涯 。
make it go away . make it go away . "	使它走了 。
he said , " it's a what ? "	他說: 「 這是個什麼 ? 」
we can actually see a human pulse .	我們可以看到人類的靈魂 。
i'm so sorry to say that .	我很抱歉地說 。
and then we need to consume less .	然後我們需要消費較少 。
you've forgotten me forever .	你一直忘記我 。
they are highly unpredictable .	他們非常不可思議 。
" i have a little web design company . "	「 我有一個小的網絡公司 。 」
the first is zero tolerance .	首先是零噸 。
what percentage do you think switched ?	你認為游泳了嗎 ?
try and build a political settlement first .	試圖建立一個政治設備 。
we have to tell them that the culture has changed .	我們必須告訴他們文化已經改變了 。
but not all types of movement are allowed .	但 , 不是所有的運動都允許 。
i told you . they'll go there .	我告訴你們 , 他們會去那裡 。
this is from a global survey .	這是來自全球的資源 。
tm: are you man enough to be ?	馬:你夠好嗎 ?
in india there is a rape every three minutes .	在印度每三分鐘都有種種種族 。
moved to a house near a park .	搬到一間房子裡 。
here i am in my fourthgrade class .	這是我四年級的課堂 。
we don't do the everything else so well .	我們不這樣做 。
first the a blocks hold themselves in place .	第一個鎖住自己的地方 。
autonomy was our highest value .	自閉症是我們最高價值價值的價值 。
brown people , illegal .	布朗人 , 富裕人 。
