i want to leave you with one last thought .	我想留給各位最後一個想法 。
" should we be there ?	「 我們應該在那裡嗎 ?
ella is stuck .	艾拉被困住了 。
i never saw his face .	我從來沒有看過他的臉 。
question for you , though .	不過 , 問題對你來說 。
be us , be we .	身為我們 , 身為我們 。
we have to end this .	我們必須結束這個 。
more complex interiors .	更複雜的介入者 。
there were still fishes .	還是有魚 。
this week ? last week ?	這週呢 ? 上週 ?
i hope , i believe .	我希望 , 我相信 。
so step one . . .	所以 , 一步 。
where did this all begin ?	這一切從哪裡開始 ?
dana: that way .	丹娜:那就是這樣 。
we have done it before .	我們以前已經完成了 。
how do we do that ?	我們要怎麼做呢 ?
and what do you say ?	你說什麼 ?
so curiosity .	所以好奇心 。
so what could this mean ?	這意味著什麼 ?
and we did good . "	我們做得很好 。 」
think about cpr .	想想cpr 。
" the business is on .	「 商業正在上台 。
are we not children ?	我們不是小孩嗎 ?
we married .	我們結婚了 。
don't tell .	不要告訴大家 。
thank you so much .	謝謝大家 。
but that is great .	但這很棒 。
was that computer music ?	那台電腦音樂嗎 ?
we all have problems .	我們都有問題 。
so where are they ?	所以他們在哪裡 ?
you can see this .	你可以看到這點 。
it's not .	不是 。
let’s go .	讓我們來看看 。
feeding time .	餵飽時間 。
what would i feel ?	我會覺得什麼 ?
pretty good , right ?	很好 , 對吧 ?
the body is political .	身體是政治 。
maybe even deeply .	也許更深入 。
one was jason .	其中一個是傑森 。
little line down there .	小線就在那兒了 。
we can't .	我們不能 。
it was pretty hard .	這真的很困難 。
make it bigger .	讓它更大 。
my work thanks .	我的作品感謝 。
i like being happy .	我喜歡快樂 。
we have both .	我們有兩者 。
there it is .	這裡有 。
this is important .	這很重要 。
have sex .	有性愛 。
nothing at all .	完全沒有任何東西 。
they helped .	他們幫忙 。
they saw everything .	他們看到了一切 。
it really is .	這真的是 。
i made this .	我做了這個 。
doctor: now ?	醫生:現在呢 ?
but many die .	但許多人死了 。
open up now .	現在開放了 。
yes , more .	是的 , 更多 。
something stronger ?	更加強壯嗎 ?
then another thing .	接著 , 還有另一件事 。
thank you .	謝謝 。
thank you .	謝謝 。
thank you .	謝謝 。
thank you .	謝謝 。
thank you .	謝謝 。
thank you .	謝謝 。
thank you .	謝謝 。
thank you .	謝謝 。
thank you .	謝謝 。
thank you .	謝謝 。
thank you .	謝謝 。
thank you .	謝謝 。
thank you .	謝謝 。
thank you .	謝謝 。
thank you .	謝謝 。
thank you .	謝謝 。
thank you .	謝謝 。
thank you .	謝謝 。
thank you .	謝謝 。
deny .	迪尼 。
grouper ?	團體呢 ?
fear not .	不要害怕 。
but why ?	但為什麼呢 ?
hi everybody .	僱用每個人 。
shy ?	羞恥嗎 ?
you know ?	你知道嗎 ?
thank you .	謝謝 。
thank you .	謝謝 。
thank you .	謝謝 。
thank you .	謝謝 。
thank you .	謝謝 。
thank you .	謝謝 。
thank you .	謝謝 。
thank you .	謝謝 。
no .	不 。
right ?	對吧 ?
right ?	對吧 ?
right ?	對吧 ?
order .	秩序 。
right ?	對吧 ?
each and every one of us needs educating .	每一個人都需要教育 。
or rather , we get educated out of it .	或者 , 反而 , 我們得到了教育 。
rap , of course , rap freestyle .	拉普 , 當然 , 種族自由 。
he loved intellectual battle .	他熱愛智慧戰役 。
arthur samuel knew strategy .	亞瑟·薩姆爾知道策略 。
this wasn't invented recently .	這並不是最近發明出來的 。
and i learned a whole bunch of really interesting stuff .	我學到了一大堆非常有趣的東西 。
but journalism isn't dead .	但記者並不是死去 。
and so that seemed sufficiently interesting .	這似乎很有趣 。
most of our planet is in eternal darkness .	我們大部份的地球是永恆的黑暗 。
so here we're looking from the south , look north .	我們從南方看 , 看看北方 。
so i'd like to think it was a good sign .	我想這是個很好的標誌 。
it's good for improving people's lives .	這對改善人們的生活有益 。
and so this is something that we should be able to design .	這就是我們應該設計的東西 。
i'm going to give you just two examples today .	今天我要給你們兩個例子 。
but it doesn't happen automatically .	但它不會自動發生 。
it's not about individual recognition .	這不僅是個人認知 。
but look at all the electrodes around it .	但 , 看看周圍的所有電極 。
of course , these are extreme examples .	當然 , 這些都是極端的例子 。
we've covered purpose already .	我們已經覆蓋了目的 。
the bridge was far too flexible .	橋樑很有彈性 。
well , what did i do when i was a kid ?	嗯 , 當我還是個小孩時 , 我該怎麼做 ?
the same thing happens when you get something spinning .	同樣的事發生在你身上 。
looked like a ladybug , right ?	看來像個女士 , 對吧 ?
this is the storage system that he designed .	這是他設計的儲存系統 。
it can hear , it holds memories .	它可以聽見 , 它會保持記憶 。
the first pattern always kind of shocked me .	第一個模式總是讓我震驚 。
what matters is that there are a lot of them .	重要的是 , 有許多人 。
scientists tell us that vaccines are safe .	科學家告訴我們疫苗是安全的 。
clouds are blocking the view .	雲朵正在阻擋這個觀點 。
but the bubble doesn't last long .	但泡泡不久 。
would you call out your answers , please ?	你會打電話給你答案 , 請你打電話給我嗎 ?
you also have this idea for bicycles .	你也有個想法 , 自行車 。
now we're talking the potential for real change .	現在我們在談真正的改變 。
that is why millions of people doodle .	這就是為什麼有數百萬人加入 。
i was awakened once during the night .	晚上我醒來了 。
it was a really extraordinary moment .	那是個很不可思議的時刻 。
this is a hotel in bolivia .	這是在波利維亞的飯店 。
and bell then goes on to explain to the students .	然後 , 貝爾來向學生解釋 。
so here's another few people trying it out .	另外還有幾個人試圖出去 。
mentor: he had nowhere to hide .	教師:他現在已經躲藏了 。
the second lesson i learned is about harmony .	我學到的第二課是關於哈蒙 。
it's right here , let's use it .	在這裡 , 咱們來使用它 。
and he answered me , and it was pretty interesting .	他回答了我 , 這真的很有趣 。
and this is doug engelbart .	這是douggelbart 。
best of all , images . just a simple image .	最棒的是 , 圖像 。 只是一個簡單的圖像 。
but it just isn't changing fast enough .	但它不夠快 。
and it was the same everywhere . . .	這也一樣 。
and this was an inspiration to me .	這是我靈感的啟發 。
he said there's just not in demand .	他說 , 在要求中沒有 。
compassion is going to be limited .	同情心會被限制 。
they want to do it , too , and they can .	他們也想這麼做 , 他們也可以 。
they cannot deal with multiplicity .	他們無法處理多樣性 。
and i think they’re breathing .	我認為他們正在呼吸 。
well , the clerks are the computers .	嗯 , 標籤是電腦 。
only the best ones can survive .	唯一能存活下來的最佳人 。
we're even doing this on purpose .	我們甚至在目的上做這件事 。
but hey , we're on ted time .	但嘿 , 我們在ted時期 。
that's not what we're talking about .	這並不是我們正在談的 。
well there's an answer that many people would give .	嗯 , 有很多人會提供答案 。
i promise , you'll love it .	我承諾 , 你會愛它 。
the rebels be rockin' .	叛軍是火箭的 。
this would be truly incredible .	這真的很不可思議 。
we don't have time to waste for that .	我們沒有時間去浪費 。
so again , that was a real good match .	所以 , 同樣的 , 那是真的很好的配對 。
that hurts me just to look at .	那讓我感到痛苦 。
what's actually the scope of the problem ?	問題其實是什麼呢 ?
and what you need to do is listen to your body .	你要做的是聆聽你的身體 。
but i'm not here to talk about music today .	但今天我不是來這裡談音樂 。
we have some serious work still to do .	我們還有一些嚴重的工作 , 還在做 。
this is a worldchanging invention .	這是一個世界改變的發明 。
and he was very , very sorry .	他很抱歉 。
we are the ones who share the stories online .	我們就是在網路上分享故事的人 。
more money , less drugs . hmm .	更多的錢 , 較少的藥物 。 嗯 , 嗯 。
so you go to the doctor and get some tests .	所以你去醫生 , 得到一些測試 。
new ways of making electric transportation .	新方法讓電動運輸 。
and you should see me during the match .	你應該在競賽中看到我 。
have you ever been approached by strangers ?	你曾被陌生人接觸過嗎 ?
i mean , i could tell you hundreds of them .	我的意思是 , 我可以告訴你們數百個 。
how did you make all these people pay for music ? "	你要如何讓這些人付錢給音樂 ? 」
of your team , only hedge can fit .	你的團隊 , 只能填滿你的團隊 。
pain is something that can make your life miserable .	痛苦會讓你的人生不可思議 。
the potential gains here are enormous .	這裡的潛力是很大的 。
and boy , they were like , " what ? why ?	男孩 , 他們說: 「 什麼 ? 為什麼 ?
they put it in albany rather than new york .	他們把它放在阿巴尼 , 而不是紐約 。
and we knew that we were losing co2 .	我們知道我們失去了co2 。
stairs add enormous drama .	樓梯上癮了巨大的戲劇 。
anyone can become a bitcoin miner .	任何人都可以變成一個比特幣礦工 。
i'm not diego rivera or something .	我不是死去演算法或某樣東西 。
this piece could fire a shell every four seconds .	這件作品每四秒都會發出一顆殼 。
but soon we realized we were novices .	但很快 , 我們意識到我們是不見的 。
in angola or afghanistan .	在亞哥拉或阿富汗 。
that's the pantheon next to it .	旁邊是一條路徑 。
and already today this is 25 , 000 images .	今天已經有25萬張圖片 。
clearly , i need to walk home from ted .	很顯然 , 我必須從ted走回家 。
and perhaps in life , movements get better through learning .	也許在生命中 , 運動變得更好 。
no ? yes ? doesn't matter , it worked .	不是嗎 ? 是的 ? 無論如何 , 還是有用 。
so you're going to miss the earth again .	所以你再次錯過地球 。
i also know what i hope for for our girls .	我也知道我對女孩的希望是什麼 。
so let's talk for a moment about race .	咱們來談談談種族 。
they didn't want to buy his bread .	他們不想買他的麵包 。
yes , they chose a cartoon , ok ?	是的 , 他們選擇了漫畫 , 好嗎 ?
and someone sits down and draws a picture .	有人坐下來 , 畫一張照片 。
i have a prescription for you .	我對你們有一些貢獻 。
i basically force people to tell me what they think .	基本上 , 我強迫人們告訴我他們認為什麼 。
now the amount of contraction is easy to control .	現在 , 大量的矛盾很容易控制 。
and i had an armored organization at that point .	那時我有個軍隊組織 。
and you know what ? it's just the beginning .	你知道嗎 ? 只是一開始 。
the net of spies was really broad .	蜘蛛的網絡非常廣泛 。
but no vehicles will need oil .	但沒有汽車會需要石油 。
so is every part of her body , for that matter .	所以 , 她的身體是每一部分 。
but once you're up , it's great .	但一旦你站起來 , 很棒 。
so i say: share your truths .	所以我說:分享你的真相 。
dna and clinical data is the food .	dna和臨床資料是食物 。
i would do it all over again if i could . "	如果我能做到的話 , 我會再做一次 。 」
i don't think we have to make that choice .	我不認為我們必須做出這個選擇 。
however , there is ample cause for hope .	然而 , 希望是有機會的 。
and it is a really weird thing to do .	這真的很奇怪 。
that's social . let's look at education .	這就是社會 。 讓我們來看看教育 。
and what would you do if you knew what i know ?	如果你知道我知道什麼 ?
if not in yours , your children's lives .	如果不是在你身上 , 你的小孩的生活 。
i thought the looters had stolen everything .	我以為 , 地鐵人都被偷走了 。
it's perhaps because we expect it to be easy .	也許是因為我們預期它很容易 。
but let's back up: what is fat ?	但 , 讓我們回頭看:什麼是脂肪 ?
everything is about your town , where you live .	一切都是關於你的城鎮 , 你住在哪裡 。
or maybe you see a topless sunbather .	或者 , 也許你看到無數的太陽氣球員 。
sk: it's really awful .	凱特:這真的很糟 。
what did you see there and what did you do there ?	你看到了什麼 , 你在做什麼 ?
number five: entrepreneurship .	第五:企業家 。
it's beautiful and it's functional .	它很漂亮 , 它是功能性的 。
i'm trying , i'm trying .	我正在嘗試 , 我正在嘗試 。
it's really pretty remarkable .	這真的很了不起 。
now this is statistically impossible .	這是統計學上不可能的 。
and that is the question we need to ask ourselves .	這就是我們必須問自己的問題 。
because they know that she needs to heal .	因為他們知道她需要治癒 。
here's a last exercise .	這是最後一個運動 。
bf: sevenclub juggling .	bf:7個加速叢林 。
try again . try again: snow .	再試一次 。 試試試看:雪花 。
and we were able to have a community meeting .	我們能有社區會議 。
a student missed 18 .	一位學生錯過18歲 。
and we're just playing here , right ?	我們只是在玩這個 , 對吧 ?
i will explain briefly what this is .	我將簡短解釋一下這是什麼 。
and it was gut wrenching .	當時是槍枝的 。
i call it my freedom staff .	我稱它為我的自由表演 。
and do not believe that that isn't coming .	不要相信這並不會發生 。
albert hands me the knife .	阿伯伯特把我握住了刀子 。
he named it homunculus .	他稱它為 「 海嘯 」 。
and so the senate won in the end .	所以 , 後來 , 參議員贏了 。
but we also have stars and things as well .	但我們也有恆星和事物 。
and , of course , bad for me personally .	當然 , 對於我個人來說 , 很糟 。
we were attacking the wrong driver .	我們攻擊錯誤的駕駛 。
we dropped the sandwiches .	我們開了三明治 。
you don't have enough experts .	你沒有足夠的專家 。
but still , i love imagining it .	但是 , 我很愛它 。
geologic process in action here .	這裡的地質過程 。
it was even taxdeductible .	它甚至是稅收可行的 。
second is technical assistance .	第二 , 科技助理 。
look at the client base for this .	看看客戶的基礎 。
and people would come in and learn more about it .	人們會進來 , 學習更多 。
it's almost like a reflex .	它幾乎就像是反射性 。
so i'm surprised .	所以我很驚訝 。
however , there's a catch .	然而 , 這裡有一隻貓 。
what exactly are they experiencing ?	他們在做什麼 ?
heroes like making speeches .	英雄就像製作演說一樣 。
and it was a huge success .	那是個很大的成功 。
but it doesn't have to be that way .	但它不一定是這樣 。
it's going to be machinereadable .	它將會是機器可傳播的 。
i didn't show you how to do that .	我沒有向各位展示如何做這件事 。
but humans weren't always like this .	但人類並非總是如此 。
and these are also chemical factories .	這些也是化學工廠 。
so , i have a strange career .	所以 , 我有個奇怪的職涯 。
