and i think that's where we are .	我認為這就是我們所在的地方 。
so what could this mean ?	這意味著什麼 ?
so curiosity .	所以好奇心 。
and we did good . "	我們做得很好 。 」
so step one . . .	一步 。
question for you , though .	不過 , 問題對你來說 ,
and what do you say ?	你說什麼 ?
are we not children ?	我們不是孩子 ?
so where are they ?	所以他們在哪裡 ?
we married .	我們結婚了 。
we all have problems .	我們都有問題 。
was that computer music ?	是電腦音樂嗎 ?
but that is great .	但那很棒 。
thank you so much .	謝謝大家 。
don't tell .	別說 。
you can see this .	你可以看到 。
it's not .	不是 。
let’s go .	讓我們來吧 。
feeding time .	餵食時間 。
i like being happy .	我喜歡快樂 。
pretty good , right ?	非常好 , 對吧 ?
the body is political .	身體是政治 。
maybe even deeply .	也許更深入 。
one was jason .	第一是詹森 。
it was pretty hard .	非常困難 。
make it bigger .	做得更大 。
my work thanks .	我的工作感謝 。
what would i feel ?	我有什麼感覺 ?
we can't .	我們不能 。
little line down there .	小線就在那裡了 。
we have both .	我們兩者都有 。
there it is .	這裡有 。
this is important .	這很重要 。
have sex .	性別 。
nothing at all .	完全沒有 。
they helped .	他們幫助了 。
they saw everything .	他們看到了一切 。
it really is .	真的是 。
i made this .	我做了這個 。
doctor: now ?	醫生:現在呢 ?
but many die .	但很多人死亡 。
open up now .	現在開放了 。
yes , more .	是的 。
something stronger ?	更強壯的東西呢 ?
then another thing .	另外一件事 。
thank you .	謝謝
thank you .	謝謝
thank you .	謝謝
thank you .	謝謝
thank you .	謝謝
thank you .	謝謝
thank you .	謝謝
thank you .	謝謝
thank you .	謝謝
thank you .	謝謝
thank you .	謝謝
thank you .	謝謝
thank you .	謝謝
thank you .	謝謝
thank you .	謝謝
thank you .	謝謝
thank you .	謝謝
thank you .	謝謝
thank you .	謝謝
deny .	否認 。
grouper ?	團體呢 ?
fear not .	恐懼不是 。
hi everybody .	嗨 。
shy ?	害羞嗎 ?
but why ?	但為什麼呢 ?
thank you .	謝謝
thank you .	謝謝
you know ?	你知道嗎 ?
thank you .	謝謝
thank you .	謝謝
thank you .	謝謝
thank you .	謝謝
thank you .	謝謝
thank you .	謝謝
no .	不 。
right ?	對吧 ?
right ?	對吧 ?
order .	秩序 。
right ?	對吧 ?
right ?	對吧 ?
the idea of the good country is basically very simple .	好的國家基本上是非常簡單的
or rather , we get educated out of it .	或者 , 我們被教育出來 。
he loved intellectual battle .	他很喜歡智能戰 。
rap , of course , rap freestyle .	當然 , 老鼠是免費的
arthur samuel knew strategy .	亞瑟·薩姆爾知道策略 。
and i learned a whole bunch of really interesting stuff .	我學到了一大堆非常有趣的東西 。
but journalism isn't dead .	但記者並沒有死去 。
this wasn't invented recently .	這不是最近發明的 。
and so that seemed sufficiently interesting .	這似乎很有趣 。
but look at all the electrodes around it .	但看看周遭所有的電極 。
i'm going to give you just two examples today .	今天我要舉兩個例子 。
and so this is something that we should be able to design .	這就是我們應該能夠設計的東西 。
most of our planet is in eternal darkness .	我們的地球大部分都是永恆的黑暗 。
it's good for improving people's lives .	對改善人們的生活有益 。
so i'd like to think it was a good sign .	我想說這是個好標誌 。
but it doesn't happen automatically .	但它不會自動發生 。
it doesn't have to be always dissection .	這不一定永遠都不需要被分解 。
so here we're looking from the south , look north .	我們從南方看 , 看看北方 。
clouds are blocking the view .	雲朵阻擋了視野 。
that is why millions of people doodle .	這就是為什麼數百萬人懷疑 。
this is the storage system that he designed .	這是他設計的儲存系統 。
you also have this idea for bicycles .	你也對自行車有這個想法 。
of course , these are extreme examples .	當然 , 這是極端的例子 。
looked like a ladybug , right ?	看起來像個女士 , 對吧 ?
well , what did i do when i was a kid ?	當我還是個小孩時 , 我該怎麼做 ?
scientists tell us that vaccines are safe .	科學家告訴我們疫苗是安全的
it can hear , it holds memories .	它可以聽見 , 它能保持記憶 。
the same thing happens when you get something spinning .	同樣的事情發生在你得到旋轉的時候 。
the bridge was far too flexible .	橋樑太有彈性 。
now we're talking the potential for real change .	現在我們談的是真正改變的潛力 。
i basically force people to tell me what they think .	我基本上迫使人們告訴我他們的想法 。
we have some serious work still to do .	我們還有一些嚴肅的工作仍在做 。
what matters is that there are a lot of them .	重要的是 , 他們有很多 。
the first pattern always kind of shocked me .	第一個模式總是讓我震驚 。
we've covered purpose already .	我們已經覆蓋了目標 。
but the bubble doesn't last long .	但泡泡不會長久 。
so here's another few people trying it out .	這裡還有幾個人試圖出去 。
and this is doug engelbart .	這是dougelbart 。
this is a hotel in bolivia .	這是波利維亞的旅館 。
and bell then goes on to explain to the students .	接著 , 接下來要向學生解釋 。
i have a prescription for you .	我對你們來說是有例外的 。
and someone sits down and draws a picture .	有人坐下來畫一張照片 。
i was awakened once during the night .	我晚上醒來了一次 。
it's right here , let's use it .	在這裡 , 讓我們用它 。
the second lesson i learned is about harmony .	我學到的第二課是關於和諧 。
i'm trying , i'm trying .	我正在嘗試 , 我正在嘗試 。
that's not what we're talking about .	這不是我們所談的 。
and this was an inspiration to me .	這對我來說是個啟發 。
best of all , images . just a simple image .	最棒的是圖像 , 只是一個簡單的圖像 。
and it was the same everywhere . . .	到處都是一樣的 。
well , the clerks are the computers .	標記是電腦 。
but it just isn't changing fast enough .	但它不夠快改變 。
compassion is going to be limited .	同情心會受限 。
well there's an answer that many people would give .	嗯 , 有很多人會得到答案 。
and i think they’re breathing .	我認為他們正在呼吸 。
only the best ones can survive .	唯一能存活下來的最佳生物 。
but hey , we're on ted time .	但嘿 , 我們在ted時期 。
they cannot deal with multiplicity .	他們無法處理多重複性 。
they want to do it , too , and they can .	他們也想這麼做 , 他們也能做到 。
we're even doing this on purpose .	我們甚至在目的上做這件事 。
and what you need to do is listen to your body .	你需要做的是傾聽你的身體 。
the rebels be rockin' .	反叛者是羅克林的 。
would you call out your answers , please ?	你會打電話給你的答案 , 請問你嗎 ?
that hurts me just to look at .	這讓我感到傷害 。
so again , that was a real good match .	同樣的 , 這是一個很好的配對 。
we are the ones who share the stories online .	我們是網路上分享故事的人 。
what's actually the scope of the problem ?	問題的範圍是什麼 ?
we don't have time to waste for that .	我們沒有時間浪費 。
this would be truly incredible .	這真的很不可思議 。
and he was very , very sorry .	他很抱歉 。
but i'm not here to talk about music today .	但今天我不是在這裡談音樂 。
this is a worldchanging invention .	這是一個改變世界的發明
i promise , you'll love it .	我承諾 , 你會愛它 。
how did you make all these people pay for music ? "	你要如何讓所有這些人付出音樂 ? 」
or maybe you see a topless sunbather .	或者你看到無頂尖的太陽氣象 。
so you go to the doctor and get some tests .	所以你去醫生 , 得到一些測試 。
sk: it's really awful .	sk:這真的很糟 。
everything is about your town , where you live .	一切都是關於你的城鎮 , 你住在哪裡 。
and we knew that we were losing co2 .	我們知道我們失去二氧化碳 。
and boy , they were like , " what ? why ?	男孩們說: 「 什麼 ? 為什麼 ?
i mean , i could tell you hundreds of them .	我的意思是 , 我可以告訴你數百個 。
pain is something that can make your life miserable .	疼痛是可以讓你的人生可悲的事情 。
more money , less drugs . hmm .	更多的錢、少毒品 。 嗯 。
they put it in albany rather than new york .	他們把它放到albany , 而不是紐約 。
of your team , only hedge can fit .	你的團隊 , 只有海吉可以適應 。
stairs add enormous drama .	樓梯加上了巨大的戲劇 。
the potential gains here are enormous .	這裡的潛力是非常巨大的 。
have you ever been approached by strangers ?	你是否曾被陌生人接近過 ?
this piece could fire a shell every four seconds .	這件作品每四秒都可以發射殼 。
in angola or afghanistan .	在亞哥拉或阿富汗 。
that's the pantheon next to it .	這是它旁邊的道路 。
but soon we realized we were novices .	但很快地我們意識到我們不見得了 。
i'm not diego rivera or something .	我不是演算法理或任何東西 。
and already today this is 25 , 000 images .	今天已經有25 , 000張圖片 。
clearly , i need to walk home from ted .	顯然 , 我必須從ted走回家 。
so you're going to miss the earth again .	所以你再次誤解地球 。
no ? yes ? doesn't matter , it worked .	不是嗎 ? 是嗎 ? 無論如何 , 還是有用 。
and perhaps in life , movements get better through learning .	也許在生命中 , 運動越好學習 。
i also know what i hope for for our girls .	我也知道我對我們的女孩的希望是什麼 。
so let's talk for a moment about race .	咱們來談談種族 。
they didn't want to buy his bread .	他們不想買他的麵包 。
so i say: share your truths .	所以我說:分享你的真相 。
and you know what ? it's just the beginning .	你知道嗎 ? 這只是開端 。
i don't think we have to make that choice .	我不認為我們必須做這個選擇 。
the net of spies was really broad .	脊椎的網絡非常廣泛 。
and i had an armored organization at that point .	那時我有一個軍隊組織 。
and he answered me , and it was pretty interesting .	他回答了我 , 那真的很有趣 。
now the amount of contraction is easy to control .	現在 , 控制量很容易控制 。
it was a really extraordinary moment .	這是非常不可思議的時刻 。
but no vehicles will need oil .	但沒有汽車需要石油 。
dna and clinical data is the food .	dna和臨床資料是食物 。
that's social . let's look at education .	這是社會 , 讓我們來看看教育 。
if not in yours , your children's lives .	如果不是在你身上 , 你的孩子的生活 。
and it is a really weird thing to do .	這真的很奇怪 。
so is every part of her body , for that matter .	所以 , 她的身體每一部分 , 都很重要 。
mentor: he had nowhere to hide .	導師:他已經到處躲藏了 。
i would do it all over again if i could . "	如果我能再做一次 。 」
i thought the looters had stolen everything .	我以為路人都偷走了一切 。
and what would you do if you knew what i know ?	如果你知道我知道什麼呢 ?
yes , they chose a cartoon , ok ?	是的 , 他們選擇了漫畫 , 好嗎 ?
however , there is ample cause for hope .	然而 , 希望是有原因的 。
it's perhaps because we expect it to be easy .	也許是因為我們期望很容易 。
but once you're up , it's great .	但一旦你站起來 , 很棒 。
new ways of making electric transportation .	製造電力運輸的新方法 。
but let's back up: what is fat ?	但 , 讓我們回到:脂肪是什麼 ?
anyone can become a bitcoin miner .	任何人都可以成為比特幣礦工 。
what did you see there and what did you do there ?	你看到了什麼 ? 你在做什麼 ?
and you should see me during the match .	你應該在比賽中看到我 。
he said there's just not in demand .	他說 , 根本沒有要求 。
number five: entrepreneurship .	第五:企業家 。
it's beautiful and it's functional .	它很美麗 , 功能很有用 。
it's really pretty remarkable .	這真的很不可思議 。
now this is statistically impossible .	這是統計不可能的 。
i will explain briefly what this is .	我會簡短說明這是什麼 。
try again . try again: snow .	再試一次 。 再試一次:雪 。
we dropped the sandwiches .	我們丟了三明治 。
albert hands me the knife .	亞伯特把我拿到刀 。
i didn't show you how to do that .	我沒有向你們展示如何做這件事 。
we were attacking the wrong driver .	我們攻擊錯誤的司機 。
and we were able to have a community meeting .	我們有社區會議 。
you don't have enough experts .	你沒有足夠的專家 。
but we also have stars and things as well .	但我們也有恆星和事物 。
and , of course , bad for me personally .	當然 , 對於我個人來說 , 很不好 。
they are highly unpredictable .	他們很不可思議 。
and i will give you several examples .	我會給你們幾個例子 。
and we're just playing here , right ?	我們只是在這裡演奏 , 對吧 ?
it was even taxdeductible .	它甚至是可計劃的 。
here's a last exercise .	這是最後一個練習 。
because they know that she needs to heal .	因為他們知道她需要治癒 。
and so the senate won in the end .	最後 , 參議員贏了 。
bf: sevenclub juggling .	bf:7個結論 。
a student missed 18 .	一個學生錯了18歲 。
and that is the question we need to ask ourselves .	這就是我們必須問自己的問題 。
rm: ok , here we go , ok .	rm:好 , 我們來了 , 好 。
we can't put humans in the water .	我們不能把人類放到水裡 。
he named it homunculus .	他稱之為 「 熱血管 」 。
and it was a huge success .	這是很大的成功 。
look at the client base for this .	看看客戶基地 。
so i'm surprised .	我很驚訝 。
and people would come in and learn more about it .	人們會進來學習更多 。
it's almost like a reflex .	它就像反射 。
but it doesn't have to be that way .	但不需要這樣做 。
it's going to be machinereadable .	它會是機器可靠的 。
what exactly are they experiencing ?	他們在經歷什麼 ?
second is technical assistance .	第二是技術助理 。
heroes like making speeches .	英雄喜歡做言語 。
but humans weren't always like this .	但人類並不總是喜歡這樣 。
and it was gut wrenching .	當時是槍擊 。
however , there's a catch .	然而 , 還有一個捕捉 。
and these are also chemical factories .	這些也是化學工廠 。
we can actually see a human pulse .	我們可以看到人類的脈衝 。
and then we need to consume less .	然後我們必須減少消費量 。
you've forgotten me forever .	你永遠忘了我 。
so , i have a strange career .	所以我有一個奇怪的職涯 。
make it go away . make it go away . "	把它消失了 , 把它消失了 。 」
i'm so sorry to say that .	我很抱歉 。
he said , " it's a what ? "	他說: 「 這是什麼 ? 」
i call it my freedom staff .	我稱之為我的自由工作人員 。
here i am in my fourthgrade class .	這是我四年級的課程 。
try and build a political settlement first .	首先 , 建立一個政治設施 。
we have to tell them that the culture has changed .	我們必須告訴他們 , 文化已經改變了 。
but not all types of movement are allowed .	但並非所有運動都被允許 。
there are two billion young people between 15 and 30 .	十五到三十億個年輕人之間有二十億人 。
well what they found was mislabeled fish .	他們發現 , 缺乏魚 。
what percentage do you think switched ?	你認為轉換的比例是什麼 ?
moved to a house near a park .	搬到公園附近的房子 。
