i want to leave you with one last thought .	我想留給你們最後一個想法 。
i believe he is selling hope .	我相信他在賣希望 。
and we see the mother in every being .	我們看到每個人的母親 。
who just turned out the lights ? "	誰剛剛從燈光看出來呢 ? 」
well , we got hundreds of ideas .	我們有數百個想法 。
salaam alaikum .	薩拉·阿拉克 。
dr . adam neiman .	亞當尼亞 。
it was the most in new york history .	這是紐約歷史上最棒的 。
madison was astonished .	馬迪遜很驚訝 。
it has wonderful properties .	它有很棒的特性 。
i don't know anything about you .	我不知道你們什麼 。
instead , we spend our time talking .	反而 , 我們花了我們的時間談話 。
number three: rally your allies .	第三:理性你的所有人 。
they were seeing something magical .	他們看到神奇的東西 。
and yes , we africans can .	沒錯 , 我們非洲人可以 。
bmw is a pretty safe car .	bmw是非常安全的汽車 。
but you know what happened to my country .	但你知道我的國家發生了什麼事 。
the children are at the table .	孩子是桌子 。
now each company handles it different ways .	每個公司都用不同的方式掌握它 。
we can push through that .	我們能把這個推進去 。
they seemed to speak to me .	他們似乎對我說話 。
it is a biological computer .	這是生物電腦 。
we made this game in 2007 .	我們在2007年做了這個遊戲 。
it's cumulative .	它是客觀的 。
what would it take to change that ?	該怎麼改變呢 ?
so , that's the system .	這就是系統 。
somebody else has a design for it .	有些人有設計 。
really expedites the process .	探索這個過程 。
and some came from england .	有些人來自英國 。
" please , help me .	「 拜託 , 協助我 。
she had to look like a man .	她必須看起來像男人一樣 。
it is a chess game .	這是一個教堂遊戲 。
so it's time for change .	這是改變的時代 。
or did you get fired up ?	還是你被打開了嗎 ?
many want to be part of this .	很多人想要成為這部分 。
they cannot prevent this .	他們無法預防 。
there were two lines in it .	這裡有兩條線 。
it is also unstable .	還沒辦法 。
and so was darwin .	所以是達爾文 。
there was no way they could win .	他們沒有辦法贏得 。
and we get a lot of that .	我們得到了很多 。
why do we want to do this ?	我們為什麼要這樣做呢 ?
you can use it at ted .	你可以在ted使用它 。
there are two general types .	有兩個一般型態 。
now , here's the story .	這是故事 。
but i will do a trial .	但我會做個試驗 。
it's a ways out still .	這是一種方法 。
his vision was pretty poor .	他的願景很窮 。
a voodoo experiment .	投票實驗 。
you should have started with z .	你應該從z開始 。
earth is having a fever .	地球是很棒的 。
why would they cooperate ?	他們為什麼會合作 ?
so it was all about the data .	關於數據 。
i'm only kidding .	我只是在開玩笑 。
the first step is attention training .	第一步是注意訓練 。
it wasn't even out yet .	還沒發生 。
it is time to scale this up .	它是時候規模 。
to me , that represents hope .	對我來說 , 這代表希望 。
that means we can do it again .	這意味著我們可以再做一次 。
it's not just another day .	不只是另一天 。
and i remember the first letter .	我記得第一封信 。
ks: yay !	凱特:好吧 !
this is the view from the inside .	這是從裡面看出來的觀點 。
surfaces can become porous .	表面能變得很普遍 。
maybe some of them are here now .	也許有些人現在是這樣 。
poaching oh , no way .	笑聲喔 , 沒辦法 。
some shots go through quickly .	有些攝影很快 。
we still use heparin today .	今天我們仍然使用公園 。
sixtyfive . wow .	第六歲 。 哇 !
imagine that you run a cafe .	想像你跑貓 。
he went out and did an experiment .	他走出一個實驗 。
so what the hell was that ?	所以 , 天啊 ?
we all have to lead the change .	我們都必須領導改變 。
zabalaza .	zabala 。
will he be able to be normal ?	他能正常嗎 ?
titus was so bitter .	組織很小 。
pay up , because we did it .	付錢 , 因為我們這麼做了 。
actually , no , there are three .	其實沒有三種 。
or even a little bit like this ?	還是有點像這樣呢 ?
this is what it looks like .	這是它的樣子 。
let me tell you who i am .	讓我告訴各位我是誰 。
this is one tough robot .	這是一個醜陋的機器人 。
you really can make this change happen .	你真的可以做出改變 。
you can be that great generation . "	你可能是那個偉大的世代 。 」
you know who else is doing that ?	你們知道還有誰在做這件事 ?
what would we think of ourselves then ?	我們會想自己是什麼樣子 ?
maybe you saw discomfort .	也許你看不舒服 。
so dina , this is amazing .	所以 , 這是很棒的 。
and we need to train them right .	我們必須訓練他們對的 。
as it did in spain .	如同西班牙所做的 。
nm: uh , sure .	尼斯:肯定 。
and that's a simple question .	這是一個簡單的問題 。
he speaks english .	他說英文 。
and so it should be with us .	所以應該跟我們一起做 。
the second thing is video games .	第二件事是電玩遊戲 。
so here is normal speed .	這是正常的速度 。
there's still time to lead .	仍然有時間領導 。
it was a historical day .	這是歷史的一天 。
congratulations .	恭喜 。
you overcompensate .	你克服了 。
i became a parent .	我成為父母 。
idea number three is listening .	第三個想法是聆聽 。
pretty amazing , huh ?	很棒吧 ?
what kind of world is this ?	世界是什麼樣子 ?
i'm kidding .	我正在開玩笑 。
i document dreams .	我記錄夢想 。
we need to believe in ourselves .	我們必須相信自己 。
they were always best in class .	他們總是在課堂中最好 。
probably , like , none .	或許 , 可能不會 。
how many children did you have ?	你有多少孩子 ?
but he did have one thing .	但他做了一件事 。
now , they are leaders .	他們是領導者 。
and no one got killed .	沒有人被殺了 。
and everyone was doing the same .	大家都一樣做 。
they become building steel .	他們成為建築師 。
now , why does this happen ?	這為什麼會發生呢 ?
i've lost that count .	我失去了這個數字 。
cities are learning from each other .	城市是彼此學習的 。
they don't feel different .	他們覺得不一樣 。
it all sounds the same .	聽起來都一樣 。
that's the key thing .	這就是關鍵 。
and roger helped me .	羅傑幫我 。
and it's pretty simple .	很簡單 。
she's gone . "	她走了 。 」
what percentage of the time ?	時間的百分之五十 ?
they cross over .	他們跨越了 。
that would be a beautiful thing .	這是個很棒的事 。
not very well at all .	完全不太好 。
that's actually not true .	這其實不是真的 。
it's a new experience .	這是一種新的經驗 。
this is nine of them .	這是其中九個 。
so that's our job .	這就是我們的工作 。
but you can do other things .	但你能做其他事 。
so let's do that .	讓我們這樣做 。
and lots of people watch .	很多人看過 。
we stop ourselves from doing things .	我們阻止自己做事 。
the present you is hopeful .	你希望的未來是有希望的 。
who do you think you are ?	你認為你是誰 ?
most parents would find that great .	大部分父母會覺得很棒 。
how do we create public space ?	我們要如何創造公共空間 ?
most of them work for companies .	大部分都為公司工作 。
i do , in any case .	在任何情況下 , 我都做過 。
who do you run away from ?	你從哪裡跑出來 ?
they can cost you a lot .	他們可以花很多錢 。
they were very friendly .	他們很友善 。
that leaves this white space .	這會留下白色空間 。
and almost every state has one .	幾乎每個州都有 。
stop running around starving .	停止盯著星球 。
that plan has worked thanks .	這計畫成功感謝了 。
sometimes they agree .	有時候他們同意 。
he played . he won .	他贏了 。
we live in the world together .	我們一起生活在世界 。
ca: thank you so much .	克里斯:謝謝各位 。
her name i did not know .	她的名字並不知道 。
it has sensors .	它有感測器 。
i totally lost it .	我完全失去了 。
it's between buildings .	它是建築物 。
they felt empowered .	他們覺得很強大 。
what do you bring to it ?	你要把它帶到什麼 ?
it's an old idea .	這是個古老的想法 。
i know they care a lot .	我知道他們在乎很多 。
five million people have taken it .	五百萬人被拿去了 。
" all right . ok . "	「 沒錯 。 」
and you get something like this .	你得到像這樣的東西 。
it was in italy .	它在義大利 。
and it has more notes .	它有更多的筆記 。
not quite ten percent .	百分之十二 。
" did you hear me ? "	「 你聽過我嗎 ? 」
and we are considered less .	我們被認為是比較少的 。
countries are going underwater .	國家正在水下 。
which really bothers me .	這真的讓我困擾了我 。
and i believe there is .	我相信有 。
that is how we live .	這就是我們生活的方式 。
because it's easy .	因為它很簡單 。
i had to step down .	我必須走下去 。
the ocean is everything else .	海洋是其他的 。
that's the end .	這就是終點 。
so there we have it .	我們有它 。
we can fly around them .	我們能繞著它們 。
now you have another choice .	現在你有另一個選擇 。
this is what we believe .	這就是我們所相信的 。
how do you even start ?	你要如何開始呢 ?
now , something else happened .	其他事情發生了 。
here's his solution .	這是他的解決方案 。
that's not true .	這不是真的 。
it's not easy .	這不容易 。
this is seaweed .	這是海岸 。
thank you . thank you .	謝謝
he nodded .	他拒絕了 。
thank you very much .	謝謝
that , i am not .	我不是 。
thank you very much .	謝謝
i turn around . . .	我轉過來了 。
thank you very much .	謝謝
thank you so much everyone .	謝謝
here's the first .	這是第一個 。
so that is a fact .	這就是事實 。
thank you very much .	謝謝
your mental health ?	你的心理健康嗎 ?
and we continue to build .	我們繼續建立 。
why ? he made you .	為什麼呢 ? 他讓你成為你 。
i thought they were fun .	我覺得他們很有趣 。
for example , personality .	舉例來說 , 個人性 。
sometimes you will trip .	有時候你會嘗試 。
again , see number one .	同樣的 , 看到一個數字 。
" should we be there ?	「 我們該在那裡嗎 ? 」
ella is stuck .	艾拉被困住了 。
i never saw his face .	我從未見過他的臉 。
question for you , though .	問題對你來說 。
be us , be we .	成為我們 。
we have to end this .	我們必須結束 。
more complex interiors .	更複雜的介入 。
there were still fishes .	仍然有魚類 。
this week ? last week ?	上週呢 ?
i hope , i believe .	我希望 , 我相信 。
so step one . . .	走一步 。
where did this all begin ?	這一切從哪裡開始呢 ?
dana: that way .	大衛:這樣 。
we have done it before .	我們以前已經做過 。
how do we do that ?	我們該怎麼做呢 ?
and what do you say ?	你說什麼呢 ?
so curiosity .	所以好奇心 。
so what could this mean ?	這意味著什麼呢 ?
and we did good . "	我們做了好事 。 」
think about cpr .	想想cpr 。
" the business is on .	「 企業正在上台 。 」
are we not children ?	我們不是孩子 ?
we married .	我們結婚了 。
don't tell .	別說 。
thank you so much .	謝謝
but that is great .	但這很棒 。
was that computer music ?	那是電腦音樂嗎 ?
we all have problems .	我們都有問題 。
so where are they ?	所以他們在哪裡 ?
you can see this .	你可以看到這個 。
it's not .	不是 。
let’s go .	我們來吧 !
feeding time .	餵食時間 。
what would i feel ?	我覺得什麼樣子呢 ?
pretty good , right ?	很棒吧 ?
the body is political .	身體是政治 。
maybe even deeply .	也許更深入 。
one was jason .	第一是傑森 。
little line down there .	小線就在那裡了 。
we can't .	我們不能 。
it was pretty hard .	很困難 。
make it bigger .	讓它變得更大 。
my work thanks .	我的工作感謝了 。
i like being happy .	我喜歡快樂 。
we have both .	我們兩者都有 。
there it is .	那裡有 。
this is important .	這很重要 。
have sex .	性愛有性 。
nothing at all .	一切都沒有 。
they helped .	他們幫忙 。
they saw everything .	他們看到一切 。
it really is .	真的是這樣 。
i made this .	我做了這個 。
doctor: now ?	醫生:現在呢 ?
but many die .	但很多人死了 。
open up now .	現在開放了 。
yes , more .	是的 。
something stronger ?	更強壯呢 ?
then another thing .	另外一件事 。
thank you .	謝謝
thank you .	謝謝
thank you .	謝謝
thank you .	謝謝
thank you .	謝謝
thank you .	謝謝
thank you .	謝謝
thank you .	謝謝
thank you .	謝謝
thank you .	謝謝
thank you .	謝謝
thank you .	謝謝
thank you .	謝謝
thank you .	謝謝
thank you .	謝謝
thank you .	謝謝
thank you .	謝謝
thank you .	謝謝
thank you .	謝謝
deny .	絕望 。
grouper ?	團體呢 ?
fear not .	恐懼並不是 。
but why ?	但為什麼呢 ?
hi everybody .	嗨 !
shy ?	羞愧嗎 ?
you know ?	你們知道嗎 ?
thank you .	謝謝
thank you .	謝謝
thank you .	謝謝
thank you .	謝謝
thank you .	謝謝
thank you .	謝謝
thank you .	謝謝
thank you .	謝謝
no .	沒有 。
right ?	對吧 ?
right ?	對吧 ?
right ?	對吧 ?
order .	秩序 。
right ?	對吧 ?
each and every one of us needs educating .	我們每個人都需要教育 。
or rather , we get educated out of it .	反而 , 我們被教育給教育 。
rap , of course , rap freestyle .	當然 , 種族自由 。
he loved intellectual battle .	他喜歡智慧蝙蝠 。
arthur samuel knew strategy .	藝術聖戰知道策略 。
this wasn't invented recently .	這是最近沒有發明過的 。
and i learned a whole bunch of really interesting stuff .	我學到了一堆非常有趣的東西 。
but journalism isn't dead .	但記者並不是死去 。
and so that seemed sufficiently interesting .	這看起來很有趣 。
most of our planet is in eternal darkness .	我們大部分的地球是永恆的黑暗 。
so here we're looking from the south , look north .	我們從南方看北方 , 看看北方 。
so i'd like to think it was a good sign .	我希望這是個很好的簽名 。
it's good for improving people's lives .	改善人們的生活很棒 。
and so this is something that we should be able to design .	這就是我們要設計的東西 。
i'm going to give you just two examples today .	我今天要給你們兩個例子 。
but it doesn't happen automatically .	但它不會自動發生 。
it's not about individual recognition .	這不僅僅僅僅是個人認知 。
but look at all the electrodes around it .	但看看周圍所有的電流 。
of course , these are extreme examples .	當然 , 這些都是極端的例子 。
we've covered purpose already .	我們已經準備過目的了 。
the bridge was far too flexible .	橋樑太多了 。
well , what did i do when i was a kid ?	當我還是小孩的時候 , 我該怎麼做呢 ?
the same thing happens when you get something spinning .	同樣的事發生了 。
looked like a ladybug , right ?	看起來像個女士 , 對吧 ?
this is the storage system that he designed .	這是他設計的階段系統 。
it can hear , it holds memories .	它能聽見 , 它有記憶 。
the first pattern always kind of shocked me .	第一個模式總是讓我震驚 。
what matters is that there are a lot of them .	重要的是有許多人 。
scientists tell us that vaccines are safe .	科學家告訴我們疫苗是安全的 。
clouds are blocking the view .	雲朵正在阻擋這個觀點 。
but the bubble doesn't last long .	但泡沫不久了 。
would you call out your answers , please ?	你會打電話給你的答案 , 拜託嗎 ?
you also have this idea for bicycles .	你也有這個想法來循環 。
now we're talking the potential for real change .	我們正在談真正改變的潛力 。
that is why millions of people doodle .	這就是為什麼數百萬人懷疑 。
i was awakened once during the night .	晚上我醒來 。
it was a really extraordinary moment .	這是個很棒的時刻 。
this is a hotel in bolivia .	這是波利維亞的飯店 。
and bell then goes on to explain to the students .	接著 , 貝爾會向學生解釋 。
so here's another few people trying it out .	這裡還有幾個人試圖把它弄出來 。
mentor: he had nowhere to hide .	男子:他現在已經隱藏了 。
the second lesson i learned is about harmony .	我學到的第二課是關於傷害 。
it's right here , let's use it .	在這裡 , 讓我們使用它 。
and he answered me , and it was pretty interesting .	他回答我 , 很有趣 。
and this is doug engelbart .	這很醜陋 。
best of all , images . just a simple image .	最棒的圖像 , 只是一個簡單的圖像 。
but it just isn't changing fast enough .	但它不夠快改變 。
and it was the same everywhere . . .	這是同樣的 。
and this was an inspiration to me .	這是我鼓舞的靈感 。
he said there's just not in demand .	他說沒有必要 。
compassion is going to be limited .	同情心會被限制 。
they want to do it , too , and they can .	他們也想做這件事 , 他們也可以 。
they cannot deal with multiplicity .	他們無法處理多樣性 。
and i think they’re breathing .	我認為他們正在呼吸 。
well , the clerks are the computers .	診所是電腦 。
only the best ones can survive .	唯一能存活最好的人 。
we're even doing this on purpose .	我們甚至在做這件事 。
but hey , we're on ted time .	但 , 嘿 , 我們在ted 。
that's not what we're talking about .	這不是我們所談的 。
well there's an answer that many people would give .	有很多人願意提供的答案 。
i promise , you'll love it .	我承諾你會愛它 。
the rebels be rockin' .	反叛是搖滾的 。
this would be truly incredible .	這真的很棒 。
we don't have time to waste for that .	我們不需要浪費時間 。
so again , that was a real good match .	同樣的 , 這是個很棒的配偶 。
that hurts me just to look at .	這個傷害我只是去看 。
what's actually the scope of the problem ?	問題其實是什麼樣子呢 ?
and what you need to do is listen to your body .	你需要聽你的身體 。
but i'm not here to talk about music today .	但今天我不在這裡談音樂 。
we have some serious work still to do .	我們還有一些嚴肅的工作 。
this is a worldchanging invention .	這是一個改變世界的發明 。
and he was very , very sorry .	他很抱歉 。
we are the ones who share the stories online .	我們是網路上分享故事的人 。
more money , less drugs . hmm .	更多的錢 , 更少的毒品 。
so you go to the doctor and get some tests .	所以你去醫生 , 得到一些測試 。
new ways of making electric transportation .	創造電動運輸的方式 。
and you should see me during the match .	你應該在馬上看到我 。
have you ever been approached by strangers ?	你曾經被陌生人接觸過嗎 ?
i mean , i could tell you hundreds of them .	我的意思是 , 我可以告訴你們數百人 。
how did you make all these people pay for music ? "	你要如何讓所有人付諸音樂 ? 」
of your team , only hedge can fit .	你的團隊只能填滿 。
pain is something that can make your life miserable .	痛苦可以讓你的生活變得糟糕 。
the potential gains here are enormous .	這裡有潛力的洞見 。
and boy , they were like , " what ? why ?	男孩們說: 「 什麼 ? 為什麼 ?
they put it in albany rather than new york .	他們把它放在亞巴尼 , 而不是紐約 。
and we knew that we were losing co2 .	我們知道我們失去二氧化碳 。
stairs add enormous drama .	樓梯加上巨大的戲劇 。
anyone can become a bitcoin miner .	任何人都可以變得有點怪異 。
i'm not diego rivera or something .	我不是演算法的理性 , 或其他東西 。
this piece could fire a shell every four seconds .	這件作品每四秒鐘都能消防一顆殼 。
but soon we realized we were novices .	但很快我們意識到我們是非見的 。
in angola or afghanistan .	在阿富汗或阿富汗 。
that's the pantheon next to it .	旁邊是帕倫森 。
and already today this is 25 , 000 images .	今天已經有25萬張照片 。
clearly , i need to walk home from ted .	很顯然 , 我需要從ted走回家 。
and perhaps in life , movements get better through learning .	也許在生命中 , 運動變得更好 。
no ? yes ? doesn't matter , it worked .	不是嗎 ? 沒關係 , 不是嗎 ?
so you're going to miss the earth again .	所以你再次誤會地球 。
i also know what i hope for for our girls .	我也知道我對女孩的希望 。
so let's talk for a moment about race .	咱們來談種族 。
they didn't want to buy his bread .	他們不想買他的麵包 。
yes , they chose a cartoon , ok ?	是的 , 他們選擇漫畫 , 好嗎 ?
and someone sits down and draws a picture .	有人坐在下面 , 畫一張照片 。
i have a prescription for you .	我對你們有偏好 。
i basically force people to tell me what they think .	我基本上強迫人們告訴我他們認為的是什麼 。
now the amount of contraction is easy to control .	控制量很容易控制 。
and i had an armored organization at that point .	當時我有一個軍隊組織 。
and you know what ? it's just the beginning .	你知道嗎 ? 這只是開端 。
the net of spies was really broad .	春天的脖子是很廣的 。
but no vehicles will need oil .	但沒有汽車需要石油 。
so is every part of her body , for that matter .	所以 , 她的身體是重要的一部分 。
but once you're up , it's great .	但一旦你站起來 , 很棒 。
so i say: share your truths .	所以我說:分享你的真相 。
dna and clinical data is the food .	dna和臨床數據是食物 。
i would do it all over again if i could . "	我會再次做一次 。 」
i don't think we have to make that choice .	我不認為我們必須做出選擇 。
however , there is ample cause for hope .	然而 , 會有希望 。
and it is a really weird thing to do .	這是非常奇怪的事 。
that's social . let's look at education .	這就是社會 。 讓我們看看教育 。
and what would you do if you knew what i know ?	如果你知道我知道什麼呢 ?
if not in yours , your children's lives .	如果不在你身上 , 你的孩子的生活 。
i thought the looters had stolen everything .	我以為那位腳踏車都被偷走了 。
it's perhaps because we expect it to be easy .	也許是因為我們期待它很容易 。
but let's back up: what is fat ?	但 , 讓我們回到:脂肪是什麼樣子 ?
everything is about your town , where you live .	一切都有關你的城鎮 , 你活在哪裡 。
or maybe you see a topless sunbather .	或者你看過無線太陽氣球 。
sk: it's really awful .	史蒂夫:真的很糟 。
what did you see there and what did you do there ?	你看到了什麼 , 你在做什麼 ?
number five: entrepreneurship .	第五:企業家 。
it's beautiful and it's functional .	很漂亮 , 真是功能 。
i'm trying , i'm trying .	我正在嘗試 。
it's really pretty remarkable .	這真的很棒 。
now this is statistically impossible .	這是不可能的 。
and that is the question we need to ask ourselves .	這就是我們需要問自己的問題 。
because they know that she needs to heal .	因為他們知道她需要治癒 。
here's a last exercise .	這是最後一個運動 。
bf: sevenclub juggling .	布里斯:七個結論 。
try again . try again: snow .	試試一次 。 試試試一次:雪花 。
and we were able to have a community meeting .	我們有社區會議 。
a student missed 18 .	一位學生誤會了18歲 。
and we're just playing here , right ?	我們只是在玩這個 , 對吧 ?
i will explain briefly what this is .	我會簡單解釋這是什麼 。
and it was gut wrenching .	當時是槍擊的 。
i call it my freedom staff .	我稱之為 「 自由 」 。
and do not believe that that isn't coming .	不要相信那不是來了 。
albert hands me the knife .	阿伯特的手幫我 。
he named it homunculus .	他稱之為 「 幸福 」 。
and so the senate won in the end .	最後 , 感官贏得了 。
but we also have stars and things as well .	但我們也有恆星和事物 。
and , of course , bad for me personally .	當然 , 對我來說不好 。
we were attacking the wrong driver .	我們正在攻擊錯誤的司機 。
we dropped the sandwiches .	我們開了聖誕節 。
you don't have enough experts .	你沒有夠多專家 。
but still , i love imagining it .	但是 , 我還喜歡隱喻 。
geologic process in action here .	地理處理過程 。
it was even taxdeductible .	它甚至是可怕的 。
second is technical assistance .	第二是科技的抵抗 。
look at the client base for this .	看看客戶的基礎 。
and people would come in and learn more about it .	人們會更了解這件事 。
it's almost like a reflex .	幾乎就像反射一樣 。
so i'm surprised .	我很驚訝 。
however , there's a catch .	然而 , 有一條貓 。
what exactly are they experiencing ?	他們在經歷什麼事 ?
heroes like making speeches .	英雄就像製造速度一樣 。
and it was a huge success .	這是個很成功的成功 。
but it doesn't have to be that way .	但不必這樣做 。
it's going to be machinereadable .	這將會是機器可靠的 。
i didn't show you how to do that .	我沒有向你們展示該怎麼做 。
but humans weren't always like this .	但人類並不像這樣 。
and these are also chemical factories .	這些也是化學工廠 。
so , i have a strange career .	我有個奇怪的職涯 。
make it go away . make it go away . "	把它丟掉 。 把它丟掉了 。 」
he said , " it's a what ? "	他說: 「 這是什麼 ? 」
we can actually see a human pulse .	我們真的能看到人類的靈魂 。
i'm so sorry to say that .	我很抱歉地說 。
and then we need to consume less .	然後我們必須消耗較少 。
you've forgotten me forever .	你永遠忘記我 。
they are highly unpredictable .	他們很不可思議 。
" i have a little web design company . "	「 我有一個網站設計公司 。 」
the first is zero tolerance .	第一個是零和 。
what percentage do you think switched ?	你認為游泳的百分之九十五了 ?
try and build a political settlement first .	首先 , 建立一個政治設備 。
we have to tell them that the culture has changed .	我們必須告訴他們文化已經改變了 。
but not all types of movement are allowed .	但不是所有的動作都被允許 。
i told you . they'll go there .	我告訴你們 , 他們會去那裡 。
this is from a global survey .	這是來自全球調查 。
tm: are you man enough to be ?	湯姆:你是夠男人嗎 ?
in india there is a rape every three minutes .	印度每三分鐘都有一條雨林 。
moved to a house near a park .	搬到一個房子 。
here i am in my fourthgrade class .	這是我四年級的課程 。
we don't do the everything else so well .	我們不這樣做 。
first the a blocks hold themselves in place .	首先 , 鎖定自己的地方 。
autonomy was our highest value .	自主是最高價值的 。
brown people , illegal .	布朗人 , 非法 。
how could this have gone by like lightning ?	光是怎麼可能呢 ?
