and i think that's where we are .	我認為這是我們所在的地方 。
i also know what i hope for for our girls .	我也知道我對我們的女孩的希望 。
so let's talk for a moment about race .	咱們來談種族 。
they didn't want to buy his bread .	他們不想買他的麵包 。
so i say: share your truths .	所以我說:分享你的真相 。
and you know what ? it's just the beginning .	你知道嗎 ? 只是開端 。
i don't think we have to make that choice .	我不認為我們必須做出選擇 。
the net of spies was really broad .	脊椎的網絡真的很廣 。
and i had an armored organization at that point .	那時我有一個軍隊組織 。
and he answered me , and it was pretty interesting .	他回答我 , 真的很有趣 。
now the amount of contraction is easy to control .	現在的矛盾很容易控制 。
it was a really extraordinary moment .	這是一個很棒的時刻 。
but no vehicles will need oil .	但沒有車輛需要石油 。
dna and clinical data is the food .	dna和臨床數據是食物 。
that's social . let's look at education .	這就是社會 。 讓我們看看教育 。
if not in yours , your children's lives .	如果不在你身上 , 你的孩子的生活 。
and it is a really weird thing to do .	這真的很奇怪 。
so is every part of her body , for that matter .	所以 , 她身體的每一部分都很重要 。
mentor: he had nowhere to hide .	導師:他已經隱藏了 。
i would do it all over again if i could . "	如果我能再做一次 。 」
i thought the looters had stolen everything .	我以為地點都被偷走了 。
and what would you do if you knew what i know ?	如果你知道我知道什麼 ?
yes , they chose a cartoon , ok ?	是的 , 他們選擇一張漫畫 , 對吧 ?
however , there is ample cause for hope .	然而 , 有希望 。
it's perhaps because we expect it to be easy .	也許是因為我們預期很容易 。
but once you're up , it's great .	但一旦你站起來 , 很棒 。
new ways of making electric transportation .	新方法讓電動運輸 。
but let's back up: what is fat ?	但是讓我們回到:什麼是脂肪 ?
anyone can become a bitcoin miner .	任何人都可以變成一個比特幣礦物 。
what did you see there and what did you do there ?	你看到了什麼 ? 你在做什麼 ?
and you should see me during the match .	你應該在比賽中看到我 。
he said there's just not in demand .	他說 , 沒有要求 。
number five: entrepreneurship .	第五:企業家 。
it's beautiful and it's functional .	它很美麗 , 而且功能 。
it's really pretty remarkable .	這真的很棒 。
now this is statistically impossible .	這是統計上不可能的 。
i will explain briefly what this is .	我會簡短說明這是什麼 。
try again . try again: snow .	再試一次 , 再試一次:雪 。
we dropped the sandwiches .	我們掉了三明治 。
albert hands me the knife .	亞伯特舉著我的刀 。
i didn't show you how to do that .	我沒有向各位展示如何做 。
we were attacking the wrong driver .	我們正在攻擊錯誤的駕駛者 。
and we were able to have a community meeting .	我們有社區會議 。
you don't have enough experts .	你沒有足夠的專家 。
but we also have stars and things as well .	但我們也有恆星和物品 。
and , of course , bad for me personally .	當然 , 對我來說不好 。
they are highly unpredictable .	他們很不可思議 。
and i will give you several examples .	我會給你們幾個例子 。
and we're just playing here , right ?	我們只是在演奏 , 對吧 ?
it was even taxdeductible .	它甚至是標籤 。
here's a last exercise .	這是最後一個練習 。
because they know that she needs to heal .	因為他們知道她需要治癒 。
and so the senate won in the end .	所以 , 參議院終於贏了 。
bf: sevenclub juggling .	bf:七個結論 。
a student missed 18 .	學生錯過18歲 。
and that is the question we need to ask ourselves .	這就是我們要問自己的問題 。
rm: ok , here we go , ok .	馬:好 , 我們來吧 。
we can't put humans in the water .	我們不能把人類放在水裡 。
he named it homunculus .	他稱之為 「 熱流體 」 。
and it was a huge success .	這是一個很大的成功 。
look at the client base for this .	看看客戶基地 。
so i'm surprised .	我很驚訝 。
and people would come in and learn more about it .	人們會進來 , 學習更多 。
it's almost like a reflex .	幾乎就像反射 。
but it doesn't have to be that way .	但不必如此 。
it's going to be machinereadable .	它將會是機器可傳播的 。
what exactly are they experiencing ?	他們所經歷的是什麼 ?
second is technical assistance .	第二是科技協助 。
heroes like making speeches .	英雄 , 像說話一樣 。
but humans weren't always like this .	但人類並不總是這樣 。
and it was gut wrenching .	槍枝正在發動 。
however , there's a catch .	然而 , 有一個捕魚 。
and these are also chemical factories .	這些也是化學工廠 。
we can actually see a human pulse .	我們可以看到人類的脈衝 。
and then we need to consume less .	然後我們必須消費較少 。
you've forgotten me forever .	你忘了我 。
so , i have a strange career .	我有一個奇怪的職涯 。
make it go away . make it go away . "	讓它消失了 。 讓它消失了 。 」
i'm so sorry to say that .	我很抱歉地說 。
he said , " it's a what ? "	他說: 「 這是什麼 ? 」
i call it my freedom staff .	我稱它為我的自由員工 。
here i am in my fourthgrade class .	這是我第四年級的課 。
try and build a political settlement first .	首先 , 建立一個政治設備 。
we have to tell them that the culture has changed .	我們必須告訴他們 , 文化已經改變了 。
but not all types of movement are allowed .	但不是所有動作都被允許 。
there are two billion young people between 15 and 30 .	在15到30歲之間 , 有2億個年輕人 。
well what they found was mislabeled fish .	他們發現的魚是錯誤的魚 。
what percentage do you think switched ?	你認為轉換的百分比是什麼 ?
moved to a house near a park .	搬到一個公園附近的房子 。
tm: are you man enough to be ?	湯姆:你夠男人嗎 ?
this is from a global survey .	這是來自全球調查 。
in india there is a rape every three minutes .	在印度 , 每三分鐘就有種族 。
