and i think that's where we are .	我認為那就是我們所在的地方 。
" yeah , both my parents are black .	「 是的 , 我的父母都是黑人 。
i see the looks on your faces .	我看到你臉上看到的 。
this is what happened in tunisia .	這是在突尼亞發生的事 。
but why do i have to go to school ?	但我為什麼要去上學呢 ?
i want to leave you with one last thought .	我想留給各位最後一個想法 。
the other boy was fernando .	另一個男孩是盧安達 。
what would they do under the same conditions ?	他們在同樣的情況下會怎麼辦 ?
east to west , right ?	東方是西方人 , 對吧 ?
but there's a catch here .	但這裡有一隻貓 。
and this is the first stop along the line .	這是第一條停下來的 。
how many followers have i gained ?	我收集了多少追隨者 ?
let me show you what it looks like .	讓我給各位看看它看起來是什麼樣子 。
one is face recognition .	第一 , 是面對面辨識 。
this guy thought in the same way i did .	這傢伙和我一樣的想法 。
well today , this is only a year later .	今天 , 這只是一年後 。
we don't tell them to do anything .	我們不告訴他們做任何事 。
is migration really a choice ?	移民真的是個選擇嗎 ?
so i obviously declined to invest .	我很明顯地決定投資 。
jc: it makes perfect sense to me .	jc:對我來說 , 這對我來說是合理的 。
the question is: how do we do it ?	問題是:我們該怎麼做 ?
we tried to understand how we can help .	我們試圖了解如何協助 。
mb: i know , i know .	馬:我知道 , 我知道 。
people applaud in delight .	人們在開心中感到驕傲 。
it doesn't have a name yet .	它還沒有名字 。
they figure there must be more to it .	他們認為一定會有更多的影響 。
len is an introvert .	萊恩是個內向人 。
do you know what i wanted to be ?	你們知道我想要做什麼 ?
the other , in nuances .	另一種 , 在數量上 。
but it didn't work that way .	但它並沒有這樣運作 。
and why won't they do that ?	為什麼他們不會這樣做 ?
it's too riskaverse .	風險太多了 。
it has weeping water right now .	現在它有天然的水 。
and we're going to walk in .	我們要走進去 。
so it allows it to roll .	所以它可以讓它轉動 。
the mission didn't work .	任務不通 。
he'd been tortured .	他被剝奪了 。
but that , too , is not enough .	但那也不夠 。
i ran through the numbers myself .	我自己穿過數字 。
they , too , are doing great work .	他們也在做很棒的工作 。
i believe he is selling hope .	我相信他在賣希望 。
but it cannot do it alone .	但它並不孤單 。
but then i started to realize something .	但接著 , 我開始了解到一些事情 。
who just turned out the lights ? "	誰會把燈光轉換出來 ? 」
this is him on the screen .	這是他在螢幕上 。
and there's the sheep .	還有羊 。
so this is how you vote .	這就是你投票的方式 。
so i couldn't handle it .	所以 , 我不能處理它 。
the negatives are gone .	負面的消失了 。
the female is flightless .	女性是沒有飛行的 。
the second thing is , the health issue .	第二點是 , 健康問題 。
and it uses no fuel .	它沒有燃料 。
these are absurdities .	這些是荒謬的 。
number three: property rights .	第三:財產權 。
well why would i bother doing that ?	為什麼我會感到困惑 ?
the same is true of the political field .	政治領域也是如此 。
there's more that can be done .	可以做得更多 。
well , consciousness . "	嗯 , 意識 。 」
do you have a ring as well ?	你還有一條弦嗎 ?
that's that's not true .	這不是真的 。
it's fed by . . .	它被餵食了 。
an invitation , a challenge ?	一個邀請 , 一個挑戰嗎 ?
but you know what happened to my country .	但你知道我的國家發生了什麼事 。
how are you coping with the fear ?	你要如何與恐懼互動 ?
their rate is about 12 percent .	他們的比率大約是12% 。
bmw is a pretty safe car .	bmw是一個很安全的汽車 。
in 1975 , he lost again .	1975年 , 他再次失去了 。
it's such a beautiful little machine .	這是一個很棒的小機器 。
our experience is where we're from .	我們的體驗是從此而來的 。
they're more american than anything else .	他們比任何其他的美國人還要多 。
why did we use that word , science ?	為什麼我們要用這個詞 , 科學 ?
gone , gone , gone .	去吧 , 去吧 , 去了 。
so , what is the future of cities ?	那麼 , 城市的未來是什麼 ?
but , like , really crying .	但 , 像是 , 真的在哭泣 。
ok , how about some good news ?	好吧 , 好消息呢 ?
they showed bloody gums .	他們展示了血液的槍 。
of course this is how americans think .	當然 , 這是美國人的想法 。
there are different paradigms .	有不同的範例 。
this is my favorite one .	這是我最喜歡的 。
we opened women's learning center .	我們打開了女性的學習中心 。
the children are at the table .	孩子們在桌子上 。
this is the warp and weft .	這是暖化和軟體 。
and yes , we africans can .	是的 , 我們非洲人可以 。
they were seeing something magical .	他們看到了神奇的東西 。
madison was astonished .	馬迪遜很驚人 。
well , we got hundreds of ideas .	嗯 , 我們得到了數百個想法 。
i don't know anything about you .	我不知道你們什麼 。
it was the most in new york history .	那是紐約歷史上最多的 。
now each company handles it different ways .	現在每間公司都用不同的方式來處理它 。
number three: rally your allies .	第三:理想上你的盟友 。
it has wonderful properties .	它有很棒的特質 。
dr . adam neiman .	亞當納博士 。
salaam alaikum .	薩拉姆拉斯·阿拉瓦斯 。
and we see the mother in every being .	我們在每個人身上都看到母親 。
and finally , dogmatism .	最後 , 狗主義 。
ab: and what month ?	ab:還有什麼月 ?
instead , we spend our time talking .	相反的 , 我們花了時間談 。
we made this game in 2007 .	我們在2007年做了這個遊戲 。
so it's time for change .	所以 , 改變是時候了 。
we can push through that .	我們可以把這些推進去 。
somebody else has a design for it .	其他人也設計了這個設計 。
it is a biological computer .	這是生物電腦 。
so , that's the system .	這就是這個系統 。
it's a ways out still .	它是如此的進展 。
it's cumulative .	它是有爭議的 。
it is time to scale this up .	該是要擴大它了 。
she had to look like a man .	她必須看起來像個男人 。
or did you get fired up ?	還是你被打開了嗎 ?
" please , help me .	「 拜託 , 幫我 。
what would it take to change that ?	該如何改變呢 ?
and some came from england .	有些人來自英國 。
they seemed to speak to me .	他們似乎跟我說話 。
zabalaza .	zabalaza 。
pay up , because we did it .	付錢 , 因為我們做到了 。
you really can make this change happen .	你真的可以做出改變 。
a voodoo experiment .	一個空氣實驗 。
there was no way they could win .	他們沒有辦法贏 。
and we get a lot of that .	我們得到了很多 。
you overcompensate .	你克服了 。
there's still time to lead .	還是有時候要領導 。
so here is normal speed .	這是正常的速度 。
i'm only kidding .	我只是在開玩笑 。
so it was all about the data .	所以 , 全部都是關於數據 。
but i will do a trial .	但我會做個試驗 。
it is a chess game .	這是個西洋棋遊戲 。
it is also unstable .	這也是不可思議的 。
earth is having a fever .	地球是有一條很棒的 。
you should have started with z .	你應該從z開始 。
why would they cooperate ?	他們為什麼會合作 ?
his vision was pretty poor .	他的願景很窮 。
there are two general types .	有兩種普遍的類型 。
now , here's the story .	現在 , 這是這個故事 。
that means we can do it again .	意思是 , 我們可以再做一次 。
really expedites the process .	真正探索這個過程 。
what would we think of ourselves then ?	那時我們會怎麼想 ?
and we need to train them right .	我們必須訓練他們對 。
this is the view from the inside .	這是從內部的觀點 。
and i remember the first letter .	我記得第一封信 。
maybe some of them are here now .	也許有些人現在在這裡 。
it's not just another day .	不僅是另一天 。
the first step is attention training .	第一步是注意力訓練 。
you know who else is doing that ?	你們知道誰在做這件事嗎 ?
ks: yay !	ks:y !
some shots go through quickly .	有些照片很快就發生了 。
poaching oh , no way .	教導喔 , 沒辦法 。
sixtyfive . wow .	六十五歲 。 哇 !
we still use heparin today .	今天我們仍然使用公園 。
imagine that you run a cafe .	想像你會跑咖啡 。
he went out and did an experiment .	他走出來 , 做了一個實驗 。
congratulations .	恭喜 。
let me tell you who i am .	讓我告訴各位我是誰 。
this is one tough robot .	這是一個艱難的機器人 。
there were two lines in it .	裡面有兩條線 。
actually , no , there are three .	事實上 , 其實沒有 , 有三個 。
many want to be part of this .	許多人想成為其中一部分 。
they cannot prevent this .	他們不能防止這一點 。
will he be able to be normal ?	他是否能正常嗎 ?
or even a little bit like this ?	或甚至有點像這樣嗎 ?
we all have to lead the change .	我們都必須導致改變 。
titus was so bitter .	西洋棋是如此深刻 。
this is what it looks like .	這就是它看起來的樣子 。
you can be that great generation . "	你可能是那個偉大的世代 。 」
maybe you saw discomfort .	也許你看到不舒適 。
it wasn't even out yet .	還沒出來 。
so dina , this is amazing .	所以 , 迪娜 , 這是很棒的 。
to me , that represents hope .	對我來說 , 這代表了希望 。
surfaces can become porous .	表面可以變得很普遍 。
and so was darwin .	這就是達爾文 。
nm: uh , sure .	娜:嗯 , 是的 。
he speaks english .	他說英語 。
and that's a simple question .	這是一個簡單的問題 。
the second thing is video games .	第二 , 是電玩 。
and so it should be with us .	所以 , 應該跟我們一起 。
why do we want to do this ?	我們為什麼要這麼做 ?
as it did in spain .	就像西班牙一樣 。
it was a historical day .	那是歷史上一天 。
you can use it at ted .	你可以在ted使用它 。
so what the hell was that ?	所以 , 到底是什麼 ?
they were always best in class .	他們總是擅長在課堂上 。
idea number three is listening .	第三個想法是聆聽 。
pretty amazing , huh ?	很棒 , 哈 ?
now , they are leaders .	他們是領導者 。
cities are learning from each other .	城市是從互相學習的 。
probably , like , none .	或許 , 都沒有 。
but he did have one thing .	但他做了一件事 。
how many children did you have ?	你有多少孩子 ?
i document dreams .	我記錄了夢想 。
i became a parent .	我成了父母 。
what kind of world is this ?	世界是什麼樣的 ?
not very well at all .	根本不太好 。
and no one got killed .	沒有人被殺了 。
they felt empowered .	他們覺得有力量 。
it's an old idea .	這是個古老的點子 。
now , why does this happen ?	為什麼會這樣呢 ?
they become building steel .	他們變成了鋼鐵 。
we need to believe in ourselves .	我們必須相信自己 。
so let's do that .	咱們來做吧 。
and roger helped me .	羅傑幫助我 。
that's the key thing .	這就是關鍵的事情 。
it all sounds the same .	聽起來都一樣 。
it's a new experience .	這是一個新的體驗 。
but you can do other things .	但你可以做其他事情 。
and lots of people watch .	很多人看了 。
she's gone . "	她走了 。 」
what percentage of the time ?	時間的百分之多少 ?
i'm kidding .	我正在開玩笑 。
this is nine of them .	這是其中九個 。
that would be a beautiful thing .	那將會是一件很棒的事 。
they cross over .	他們跨越了 。
and it's pretty simple .	這很簡單 。
they don't feel different .	他們感覺不一樣 。
that's actually not true .	這其實不是真的 。
so that's our job .	這就是我們的工作 。
that leaves this white space .	那會留下白色空間 。
" all right . ok . "	「 好 。 好 。 」
who do you think you are ?	你認為你是誰 ?
how do we create public space ?	我們要如何創造公共空間 ?
most parents would find that great .	大部分的父母會覺得這很棒 。
most of them work for companies .	他們大部分都為公司工作 。
i do , in any case .	任何情況下 , 我都這麼做 。
and almost every state has one .	幾乎每州都有一個 。
who do you run away from ?	你是誰會逃離 ?
i know they care a lot .	我知道他們在乎很多 。
they can cost you a lot .	他們可以花很多錢 。
we stop ourselves from doing things .	我們阻止自己做事 。
that plan has worked thanks .	這項計畫有用 , 感謝 。
sometimes they agree .	有時他們同意 。
stop running around starving .	停止在星球上跑 。
he played . he won .	他玩了 。 他贏了 。
we live in the world together .	我們生活在世界中 。
ca: thank you so much .	克里斯:非常感謝 。
not quite ten percent .	不是百分之十 。
it's between buildings .	它是建築物之間的 。
they were very friendly .	他們很友善 。
it has sensors .	它有感測器 。
and everyone was doing the same .	每個人都在做同樣的事 。
i totally lost it .	我完全失去了它 。
what do you bring to it ?	你要帶給它什麼 ?
i've lost that count .	我失去了那個數字 。
" did you hear me ? "	「 你聽到我嗎 ? 」
her name i did not know .	她的名字是我不知道的 。
five million people have taken it .	五百萬人已經把它拿走了 。
and we are considered less .	我們被認為是比較少的 。
the present you is hopeful .	你現在很希望 。
it was in italy .	它在義大利 。
and it has more notes .	它有更多的音符 。
countries are going underwater .	國家正在水底下 。
and you get something like this .	你得到像這樣的東西 。
because it's easy .	因為它很容易 。
we can fly around them .	我們可以繞著它們四處飛行 。
the ocean is everything else .	海洋是其他的 。
that's the end .	這就是最後的結果 。
which really bothers me .	這真的讓我感到困惑 。
that is how we live .	這就是我們的生活方式 。
so there we have it .	所以 , 我們有了它 。
i had to step down .	我必須踏下去 。
now you have another choice .	現在你有另一種選擇 。
and i believe there is .	我相信有 。
i hope , i believe .	我希望 , 我相信 。
now , something else happened .	現在 , 其他事情發生了 。
this is what we believe .	這就是我們所相信的 。
and we continue to build .	我們繼續建造 。
that's not true .	這不是真的 。
he nodded .	他放棄了 。
it's not easy .	這不容易 。
that , i am not .	那時 , 我不是 。
this is seaweed .	這是海草 。
thank you . thank you .	謝謝 。 謝謝 。
thank you very much .	非常感謝 。
thank you very much .	非常感謝 。
thank you so much everyone .	謝謝大家 。
here's the first .	這是第一個 。
i turn around . . .	我轉身來了 。
thank you very much .	非常感謝 。
so that is a fact .	這就是事實 。
thank you very much .	非常感謝 。
here's his solution .	這是他的解決方案 。
your mental health ?	你的心理健康嗎 ?
why ? he made you .	為什麼 ? 他給你 。
i thought they were fun .	我覺得他們很有趣 。
sometimes you will trip .	有時候你會跳 。
for example , personality .	比如 , 個人性 。
again , see number one .	再一次 , 看看第一個 。
" should we be there ?	「 我們應該去那裡嗎 ?
more complex interiors .	更多複雜的介入 。
this week ? last week ?	這個星期嗎 ? 上週 ?
we have to end this .	我們必須結束 。
i never saw his face .	我從來沒有看過他的臉 。
there were still fishes .	仍然有魚 。
ella is stuck .	艾拉是被困住的 。
be us , be we .	身為我們 , 是我們 。
think about cpr .	想想cpr 。
how do you even start ?	你是怎麼開始的 ?
how do we do that ?	我們要怎麼做呢 ?
" the business is on .	「 企業正在上台 。
we have done it before .	我們以前已經做到了 。
where did this all begin ?	這一切都從哪裡開始 ?
dana: that way .	丹娜:那就是這樣 。
so what could this mean ?	所以 , 這意味著什麼 ?
so curiosity .	好奇心 。
and we did good . "	我們做得很好 。 」
so step one . . .	所以 , 第一步 。
question for you , though .	不過 , 問題對你來說 ,
and what do you say ?	你說什麼 ?
are we not children ?	我們不是孩子 ?
so where are they ?	所以他們在哪裡 ?
we married .	我們結婚了 。
we all have problems .	我們都有問題 。
was that computer music ?	是電腦音樂嗎 ?
but that is great .	但那很棒 。
thank you so much .	非常感謝你們 。
don't tell .	別說 。
you can see this .	你可以看到這個 。
it's not .	不是 。
let’s go .	讓我們來看看 。
feeding time .	餵食時間 。
i like being happy .	我喜歡快樂 。
pretty good , right ?	很棒 , 對吧 ?
the body is political .	身體是政治 。
maybe even deeply .	也許更深入 。
one was jason .	第一是傑森 。
it was pretty hard .	這真的很困難 。
make it bigger .	讓它更大 。
my work thanks .	我的工作感謝 。
what would i feel ?	我會覺得什麼 ?
we can't .	我們不能 。
little line down there .	那裡的小線 。
we have both .	我們有兩種 。
there it is .	這裡有 。
this is important .	這很重要 。
have sex .	性愛 。
nothing at all .	完全沒有 。
they helped .	他們協助了 。
they saw everything .	他們看到了一切 。
it really is .	它真的是如此 。
i made this .	我做了這個 。
doctor: now ?	醫生:現在呢 ?
but many die .	但許多人死了 。
open up now .	現在開放了 。
yes , more .	是的 , 更多 。
something stronger ?	更強壯的東西呢 ?
then another thing .	再來是另一件事 。
thank you .	謝謝 。
thank you .	謝謝 。
thank you .	謝謝 。
thank you .	謝謝 。
thank you .	謝謝 。
thank you .	謝謝 。
thank you .	謝謝 。
thank you .	謝謝 。
thank you .	謝謝 。
thank you .	謝謝 。
thank you .	謝謝 。
thank you .	謝謝 。
thank you .	謝謝 。
thank you .	謝謝 。
thank you .	謝謝 。
thank you .	謝謝 。
thank you .	謝謝 。
thank you .	謝謝 。
thank you .	謝謝 。
deny .	否認 。
grouper ?	團體 ?
fear not .	恐懼不是 。
hi everybody .	嗨 , 大家 。
shy ?	害羞嗎 ?
but why ?	但為什麼呢 ?
thank you .	謝謝 。
thank you .	謝謝 。
you know ?	你知道嗎 ?
thank you .	謝謝 。
thank you .	謝謝 。
thank you .	謝謝 。
thank you .	謝謝 。
thank you .	謝謝 。
thank you .	謝謝 。
no .	不是 。
right ?	對吧 ?
right ?	對吧 ?
order .	秩序 。
right ?	對吧 ?
right ?	對吧 ?
the idea of the good country is basically very simple .	好的國家基本上是很簡單的 。
or rather , we get educated out of it .	相反地 , 我們被教育了 。
he loved intellectual battle .	他很愛智能戰役 。
rap , of course , rap freestyle .	拉普 , 當然 , 拉普自由 。
arthur samuel knew strategy .	亞瑟·薩姆爾知道策略 。
and i learned a whole bunch of really interesting stuff .	我學到了一大堆非常有趣的東西 。
but journalism isn't dead .	但記者並不是死了 。
this wasn't invented recently .	這不是最近發明的 。
and so that seemed sufficiently interesting .	這似乎很有趣 。
but look at all the electrodes around it .	但 , 看看周圍的電極 。
i'm going to give you just two examples today .	今天我要給各位兩個例子 。
and so this is something that we should be able to design .	這就是我們應該設計的東西 。
most of our planet is in eternal darkness .	我們大部分的地球都是永恆的黑暗 。
it's good for improving people's lives .	對改善人們的生活有益 。
so i'd like to think it was a good sign .	所以我想說這是一個很好的標誌 。
but it doesn't happen automatically .	但它不會自動發生 。
it doesn't have to be always dissection .	它不一定總是會感到沮喪 。
so here we're looking from the south , look north .	這裡我們從南方看 , 看看北方 。
clouds are blocking the view .	雲朵在阻擋這個觀點 。
that is why millions of people doodle .	這就是為什麼數百萬人會懷疑 。
this is the storage system that he designed .	這是他設計的儲存系統 。
you also have this idea for bicycles .	你也對自行車有這種想法 。
of course , these are extreme examples .	當然 , 這些都是極端的例子 。
looked like a ladybug , right ?	看起來像個女士 , 對吧 ?
well , what did i do when i was a kid ?	嗯 , 當我還是個孩子時 , 我該怎麼辦 ?
scientists tell us that vaccines are safe .	科學家告訴我們疫苗是安全的 。
it can hear , it holds memories .	它可以聽見 , 它有記憶 。
the same thing happens when you get something spinning .	同樣的事情發生在你身上 。
the bridge was far too flexible .	橋樑太有彈性了 。
now we're talking the potential for real change .	現在 , 我們正在談真正的改變 。
i basically force people to tell me what they think .	基本上 , 我強迫人們告訴我他們的想法是什麼 。
we have some serious work still to do .	我們還有一些嚴重的工作仍然在做 。
what matters is that there are a lot of them .	重要的是 , 有許多人 。
the first pattern always kind of shocked me .	第一個模式總是讓我震驚 。
we've covered purpose already .	我們已經覆蓋了目的 。
but the bubble doesn't last long .	但泡泡不會持續很長 。
so here's another few people trying it out .	所以 , 這裡還有幾個人試圖出去 。
and this is doug engelbart .	這是dougugelbart 。
this is a hotel in bolivia .	這是波利維亞的旅館 。
and bell then goes on to explain to the students .	接著 , 貝兒會跟學生解釋 。
i have a prescription for you .	我對你們有一些處方 。
and someone sits down and draws a picture .	有人坐下來 , 畫一張照片 。
i was awakened once during the night .	晚上我醒來了一次 。
it's right here , let's use it .	這就在這裡 , 讓我們用它 。
the second lesson i learned is about harmony .	我學到的第二課是關於和諧 。
i'm trying , i'm trying .	我正在試圖 , 我正在試圖 。
that's not what we're talking about .	這不是我們在談的 。
and this was an inspiration to me .	這對我來說是一個鼓舞人心的 。
best of all , images . just a simple image .	最棒的 , 圖像 , 只是一個簡單的圖像 。
and it was the same everywhere . . .	一切都一樣 。
well , the clerks are the computers .	嗯 , 標記是電腦 。
but it just isn't changing fast enough .	但它不夠快速改變 。
compassion is going to be limited .	同情心會受到限制 。
well there's an answer that many people would give .	嗯 , 有很多人會提供答案 。
and i think they’re breathing .	我認為他們正在呼吸 。
only the best ones can survive .	唯一能存活下來的最佳生物 。
but hey , we're on ted time .	但 , 嘿 , 我們在ted時期 。
they cannot deal with multiplicity .	他們無法處理多種性 。
they want to do it , too , and they can .	他們也想這麼做 , 他們也可以 。
we're even doing this on purpose .	我們甚至在做這件事 。
and what you need to do is listen to your body .	你要做的是傾聽你的身體 。
the rebels be rockin' .	叛軍是搖滾人 。
would you call out your answers , please ?	你會叫出你的答案 , 請問嗎 ?
that hurts me just to look at .	那讓我痛苦地看著我 。
so again , that was a real good match .	所以 , 同樣的 , 這是一個很棒的配對 。
we are the ones who share the stories online .	我們是網路上分享故事的人 。
what's actually the scope of the problem ?	真正的問題是什麼 ?
we don't have time to waste for that .	我們沒有時間浪費它 。
this would be truly incredible .	這真的很棒 。
and he was very , very sorry .	他很抱歉 。
but i'm not here to talk about music today .	但今天我不是來這裡談音樂 。
this is a worldchanging invention .	這是一個改變世界的發明 。
i promise , you'll love it .	我承諾 , 你會愛它 。
how did you make all these people pay for music ? "	你要如何讓這些人付錢給音樂 ? 」
or maybe you see a topless sunbather .	或者 , 也許你看到一個無名的太陽氣 。
so you go to the doctor and get some tests .	所以 , 你去醫生 , 得到一些測試 。
sk: it's really awful .	sk:這真的很糟 。
everything is about your town , where you live .	一切都是關於你的鎮 , 你住在哪裡 。
and we knew that we were losing co2 .	我們知道我們正在失去二氧化碳 。
and boy , they were like , " what ? why ?	男孩們 , 他們說: 「 什麼 ? 為什麼 ?
i mean , i could tell you hundreds of them .	我的意思是 , 我可以告訴你數百個 。
pain is something that can make your life miserable .	疼痛是可以讓你的生命無法忍受的 。
more money , less drugs . hmm .	更多的錢 , 較少的毒品 。
they put it in albany rather than new york .	他們把它放在阿爾巴尼 , 而不是紐約 。
of your team , only hedge can fit .	在你的團隊中 , 只有海吉可以適應 。
stairs add enormous drama .	樓梯會加上巨大的戲劇 。
the potential gains here are enormous .	這裡的潛力是很大的 。
have you ever been approached by strangers ?	你是否曾被陌生人接觸過 ?
this piece could fire a shell every four seconds .	這件作品每四秒都可以發出一座殼 。
in angola or afghanistan .	在亞哥拉或阿富汗 。
that's the pantheon next to it .	這就是它旁邊的慌張 。
but soon we realized we were novices .	但很快我們意識到我們是不見證的 。
i'm not diego rivera or something .	我不是演算法的理由 , 或某樣東西 。
and already today this is 25 , 000 images .	今天已經有25 , 000張圖片 。
clearly , i need to walk home from ted .	顯然 , 我需要從ted回家回家 。
so you're going to miss the earth again .	所以 , 你會再次失去地球 。
no ? yes ? doesn't matter , it worked .	不是嗎 ? 是嗎 ? 不重要 , 它是有效的 。
and perhaps in life , movements get better through learning .	也許在生命中 , 運動能更順利學習 。
i also know what i hope for for our girls .	我也知道我對我們的女兒的希望 。
so let's talk for a moment about race .	咱們來談談種族 。
they didn't want to buy his bread .	他們不想買他的麵包 。
so i say: share your truths .	所以我說:分享你的真相 。
and you know what ? it's just the beginning .	你知道嗎 ? 只是開端 。
i don't think we have to make that choice .	我不認為我們必須做這個選擇 。
the net of spies was really broad .	蜘蛛的網絡非常廣泛 。
and i had an armored organization at that point .	那時我有一個軍隊組織 。
and he answered me , and it was pretty interesting .	他回答了我 , 這真的很有趣 。
now the amount of contraction is easy to control .	現在 , 矛盾是很容易控制的 。
it was a really extraordinary moment .	那是個很不可思議的時刻 。
but no vehicles will need oil .	但沒有汽車需要石油 。
dna and clinical data is the food .	dna和臨床資料是食物 。
that's social . let's look at education .	這就是社會 。 讓我們來看看教育 。
if not in yours , your children's lives .	如果不是在你身上 , 你的孩子的生活 。
and it is a really weird thing to do .	這真的很奇怪 。
so is every part of her body , for that matter .	所以 , 她的身體每一部分 , 都對這很重要 。
mentor: he had nowhere to hide .	主持人:他沒有隱藏 。
i would do it all over again if i could . "	如果我能再做一次 。 」
i thought the looters had stolen everything .	我以為地鐵人已經偷走了一切 。
and what would you do if you knew what i know ?	如果你知道我知道什麼 ?
yes , they chose a cartoon , ok ?	是的 , 他們選擇一張漫畫 , 對吧 ?
however , there is ample cause for hope .	然而 , 也有希望 。
it's perhaps because we expect it to be easy .	也許是因為我們預期它很容易 。
but once you're up , it's great .	但一旦你上升了 , 很棒 。
new ways of making electric transportation .	新方法讓電動運輸 。
but let's back up: what is fat ?	但 , 讓我們回到:脂肪是什麼 ?
anyone can become a bitcoin miner .	任何人都可以變成一個比特幣礦物 。
what did you see there and what did you do there ?	你看到了什麼 ? 你在做什麼 ?
and you should see me during the match .	你應該在比賽中看到我 。
he said there's just not in demand .	他說 , 根本不需要要求 。
number five: entrepreneurship .	第五:企業家 。
it's beautiful and it's functional .	它很漂亮 , 很有功能 。
it's really pretty remarkable .	這真的很了不起 。
now this is statistically impossible .	統計上來說 , 這是不可能的 。
i will explain briefly what this is .	我會簡短說明這是什麼 。
try again . try again: snow .	再試一次 。 試試一次:雪 。
we dropped the sandwiches .	我們下了三明治 。
albert hands me the knife .	亞伯特把我握著刀子 。
i didn't show you how to do that .	我沒有給你們看 , 怎麼做 。
we were attacking the wrong driver .	我們正在攻擊錯誤的駕駛 。
and we were able to have a community meeting .	我們能夠有社區會議 。
you don't have enough experts .	你沒有足夠的專家 。
but we also have stars and things as well .	但 , 我們也有恆星和事物 。
and , of course , bad for me personally .	當然 , 對於我個人來說 , 很不好 。
they are highly unpredictable .	他們很不可思議 。
and i will give you several examples .	我會給你們幾個例子 。
and we're just playing here , right ?	我們只是在這裡玩 , 對吧 ?
it was even taxdeductible .	它甚至是標準的 。
here's a last exercise .	這是最後一個練習 。
because they know that she needs to heal .	因為他們知道她需要治癒 。
and so the senate won in the end .	所以 , 最後 , 感測結果贏了 。
bf: sevenclub juggling .	bf:七個加入的拼字 。
a student missed 18 .	一位學生錯過18歲 。
and that is the question we need to ask ourselves .	這就是我們必須問自己的問題 。
rm: ok , here we go , ok .	rm:好 , 我們來了 , 好吧 。
we can't put humans in the water .	我們不能把人類放在水中 。
he named it homunculus .	他稱之為 「 熱流體 」 。
and it was a huge success .	那是個很大的成功 。
look at the client base for this .	看看客戶的基礎 。
so i'm surprised .	我很驚訝 。
and people would come in and learn more about it .	人們會進來 , 學習更多 。
it's almost like a reflex .	幾乎就像是反射 。
but it doesn't have to be that way .	但不需要這樣做 。
it's going to be machinereadable .	它將會是可機器傳播的 。
what exactly are they experiencing ?	他們在經歷什麼 ?
second is technical assistance .	第二 , 是技術輔助 。
heroes like making speeches .	英雄 , 像製作演說 。
but humans weren't always like this .	但人類並非總是如此 。
and it was gut wrenching .	當時是槍枝翅膀 。
however , there's a catch .	然而 , 有一隻貓 。
and these are also chemical factories .	這些也是化學工廠 。
we can actually see a human pulse .	我們真的可以看到人類的脈衝 。
and then we need to consume less .	然後我們必須減少消費量 。
you've forgotten me forever .	你忘了我 。
