i want to leave you with one last thought .	我想留給各位最後一個想法 。
" yeah , both my parents are black .	「 對 , 我的父母都是黑人 。
you had to do everything to get your phone .	你必須做所有事情 , 才能得到手機 。
what do you want your life to look like ?	你希望你的人生看起來是什麼樣子 ?
the other is obviously a computer mouse .	另一個顯然是電腦博物館 。
and you might save a ton of money .	你可能省下一噸的錢 。
and charles started not liking that .	查爾斯開始了不起 。
wikipedia changed the world , too .	維基百科也改變了世界 。
let me show you what it looks like .	讓我給各位看看它看起來是什麼樣子 。
jc: it makes perfect sense to me .	jc:這對我來說是合理的 。
the question is: how do we do it ?	問題是:我們如何做 ?
is migration really a choice ?	移民真的是個選擇嗎 ?
mb: i know , i know .	mb:我知道 。
this is a season of grace .	這是一張灰色的季節 。
we call those pulsars .	我們稱之為靈魂 。
anyone here want to be paid well ?	這裡有沒有人想要付好嗎 ?
how many followers have i gained ?	我收集了多少遵守者 ?
and this is the first stop along the line .	這是一條線的第一條停車 。
so multilateralism works .	所以 , 多種族主義是如此 。
here comes the crazy moment .	這是瘋狂的時刻 。
and i think that's where we are .	我想這是我們所處的 。
east to west , right ?	對西方而言 , 對嗎 ?
we tried to understand how we can help .	我們試圖了解我們如何協助 。
so they would go and build huge structures .	所以他們會去建造大型結構 。
is that a difficult position for you ?	對於你來說 , 難以置信嗎 ?
well today , this is only a year later .	今天 , 這只是一年後 。
it doesn't have a name yet .	它還沒有名字 。
it has weeping water right now .	現在 , 它現在有了水 。
they figure there must be more to it .	他們認為應該有更多的進步 。
and we're going to walk in .	我們要走進去 。
people applaud in delight .	大家在辯論飛行中感到羞愧 。
the female is flightless .	雌性很少 。
the second thing is , the health issue .	第二件事是 , 健康問題 。
the other , in nuances .	另外 , 在營養中 。
the negatives are gone .	負面是這樣 。
len is an introvert .	萊恩是個介紹者 。
so it allows it to roll .	所以它可以讓它轉動 。
do you know what i wanted to be ?	你知道我想要做什麼 ?
the mission didn't work .	任務並不成功 。
he'd been tortured .	他被監控了 。
i ran through the numbers myself .	我自己翻譯了數字 。
but it cannot do it alone .	但它不能獨自做到 。
but that , too , is not enough .	但這也不是足夠的 。
this is the warp and weft .	這是溫暖和軟體 。
we opened women's learning center .	我們開放了女性學習中心 。
and it uses no fuel .	它用非燃料 。
they , too , are doing great work .	他們也做得很好 。
this is him on the screen .	這是他在螢幕上 。
and there's the sheep .	那裡有羊 。
so this is how you vote .	這就是你投票的方式 。
so i couldn't handle it .	所以 , 我不能把它放進去 。
number three: property rights .	第三:權利 。
these are absurdities .	這些是抽象性 。
the same is true of the political field .	同樣的是政治領域 。
do you have a ring as well ?	你有一雙弦嗎 ?
there's more that can be done .	有更多可以做到 。
well , consciousness . "	嗯 , 意識 。 」
but then i started to realize something .	但之後 , 我開始了解一些事情 。
but it didn't work that way .	但它並沒有這樣運作 。
it's too riskaverse .	太冒險了 。
that's that's not true .	這不是真的 。
well why would i bother doing that ?	為什麼我會這樣做呢 ?
it's fed by . . .	它被感染了 。
and why won't they do that ?	為什麼他們不會這樣做 ?
an invitation , a challenge ?	一個邀請、一個挑戰嗎 ?
ab: and what month ?	安:那個月呢 ?
and finally , dogmatism .	最後 , 狗主義 。
their rate is about 12 percent .	他們的速度大約是12% 。
how are you coping with the fear ?	你如何和恐懼有關呢 ?
it's such a beautiful little machine .	這是一個很美麗的機器 。
in 1975 , he lost again .	1975年 , 他再次失去了 。
our experience is where we're from .	我們的經驗是從哪裡來的 。
they're more american than anything else .	他們比其他的美國人還要多 。
ok , how about some good news ?	好 , 有些好消息呢 ?
gone , gone , gone .	拜託 , 去吧 , 去吧 。
so , what is the future of cities ?	所以 , 城市的未來是什麼 ?
but , like , really crying .	但 , 像是 , 真的哭泣了 。
why did we use that word , science ?	我們為什麼使用這個字 , 科學 ?
they showed bloody gums .	他們展示了血液腸 。
of course this is how americans think .	當然 , 這是美國人思考的 。
there are different paradigms .	有不同的悖論 。
this is my favorite one .	這是我最喜歡的 。
i believe he is selling hope .	我相信他在賣希望 。
and we see the mother in every being .	我們看到每一位母親 。
who just turned out the lights ? "	誰把光線轉移 ? 」
well , we got hundreds of ideas .	嗯 , 我們有數百個想法 。
salaam alaikum .	莎拉·阿拉克博士 。
dr . adam neiman .	阿姆雷娜 。 阿姆雷達 。
it was the most in new york history .	這是紐約史上最好的紐約歷史 。
madison was astonished .	馬遜很驚訝 。
it has wonderful properties .	它有很棒的特性 。
i don't know anything about you .	我不知道你們 。
instead , we spend our time talking .	反而 , 我們花時間談論 。
number three: rally your allies .	第三:租你的全部 。
they were seeing something magical .	他們看到了一些神奇的東西 。
and yes , we africans can .	沒錯 , 我們非洲人可以 。
bmw is a pretty safe car .	貝爾是個很安全的汽車 。
but you know what happened to my country .	但你知道我國家發生了什麼事 。
the children are at the table .	孩子在桌子上是桌子 。
now each company handles it different ways .	現在每一個公司都用不同的方式來處理 。
we can push through that .	我們能透過它推動 。
they seemed to speak to me .	他們似乎對我說話 。
it is a biological computer .	這是生物電腦 。
we made this game in 2007 .	我們在2007年做了這個遊戲 。
it's cumulative .	這是消費者 。
what would it take to change that ?	該如何改變呢 ?
so , that's the system .	所以 , 這是系統 。
somebody else has a design for it .	其他人有一個設計 。
really expedites the process .	除了過程 。
and some came from england .	有些來自英國 。
" please , help me .	「 拜託 , 協助我 。
she had to look like a man .	她必須看起來像男人一樣 。
it is a chess game .	這是個晶片遊戲 。
so it's time for change .	所以 , 改變了時間 。
or did you get fired up ?	或者你是否被火燒了嗎 ?
many want to be part of this .	很多人想要成為這部分 。
they cannot prevent this .	他們無法預防 。
there were two lines in it .	裡面有兩條線 。
it is also unstable .	同時也沒辦法 。
and so was darwin .	所以 , 達爾文 。
there was no way they could win .	他們沒有辦法贏得 。
and we get a lot of that .	我們得到了很多 。
why do we want to do this ?	為什麼我們要這樣做 ?
you can use it at ted .	你可以在ted使用它 。
there are two general types .	有兩種基因型 。
now , here's the story .	現在 , 這是故事 。
but i will do a trial .	但我會做一項試驗 。
it's a ways out still .	它仍然是如此 。
his vision was pretty poor .	他的視覺很糟 。
a voodoo experiment .	一個投票實驗 。
you should have started with z .	你應該先從zd開始 。
earth is having a fever .	地球有了很大的 。
why would they cooperate ?	為什麼會合作 ?
so it was all about the data .	所以 , 這一切都有關資料 。
i'm only kidding .	我只是在玩笑 。
the first step is attention training .	第一步是關注訓練 。
it wasn't even out yet .	還沒發生 。
it is time to scale this up .	隨著時間擴大 。
to me , that represents hope .	對我而言 , 這意味著希望 。
that means we can do it again .	這意味著我們可以再做一次 。
it's not just another day .	這不只是另一個日子 。
and i remember the first letter .	我記得第一個字母 。
ks: yay !	ka:yy !
this is the view from the inside .	這是內部的觀點 。
surfaces can become porous .	表面能變得很大 。
maybe some of them are here now .	也許有些人現在在這裡 。
poaching oh , no way .	把喔 , 沒辦法處理 。
some shots go through quickly .	有些拍照很快 。
we still use heparin today .	我們現在仍然使用公寓 。
sixtyfive . wow .	六十五歲 。 哇 。
imagine that you run a cafe .	想像你跑一場咖啡館 。
he went out and did an experiment .	他出了一項實驗 。
so what the hell was that ?	所以 , 海底會怎麼辦 ?
we all have to lead the change .	我們都必須導致改變 。
zabalaza .	zalazala 。
will he be able to be normal ?	他是否能正常嗎 ?
titus was so bitter .	組織很少 。
pay up , because we did it .	付錢 , 因為我們做到了 。
actually , no , there are three .	其實 , 其實 , 這裡有三個 。
or even a little bit like this ?	甚至有點像這樣嗎 ?
this is what it looks like .	這是它看起來的樣子 。
let me tell you who i am .	讓我告訴你我是誰 。
this is one tough robot .	這是一個艱難的機器人 。
you really can make this change happen .	你真的可以做出改變 。
you can be that great generation . "	你能成為那個偉大的世代 。 」
you know who else is doing that ?	你知道其他人在做什麼 ?
what would we think of ourselves then ?	我們會想什麼 ?
maybe you saw discomfort .	也許你看不舒服 。
so dina , this is amazing .	所以 , 這很棒 。
and we need to train them right .	我們必須訓練他們對 。
as it did in spain .	當它在西班牙做過時 ,
nm: uh , sure .	尼:喔 , 當然 。
and that's a simple question .	這是一個簡單的問題 。
he speaks english .	他說英文 。
and so it should be with us .	所以它應該跟我們一樣 。
the second thing is video games .	第二件事是電玩遊戲 。
so here is normal speed .	這是正常的速度 。
there's still time to lead .	仍然有時間來領導 。
it was a historical day .	那是歷史的日子 。
congratulations .	恭喜 。
you overcompensate .	你翻譯了 。
i became a parent .	我成為家長 。
idea number three is listening .	想法三是傾聽 。
pretty amazing , huh ?	很棒 , 哈囉 ?
what kind of world is this ?	世界是什麼樣子 ?
i'm kidding .	我很高興 。
i document dreams .	我紀錄夢想 。
we need to believe in ourselves .	我們需要相信自己 。
they were always best in class .	他們總是在教室裡最好 。
probably , like , none .	或許 , 或許 , 不 。
how many children did you have ?	你有多少孩子嗎 ?
but he did have one thing .	但他做了一件事 。
now , they are leaders .	現在 , 他們是領導者 。
and no one got killed .	沒有人殺了 。
and everyone was doing the same .	每個人都在做同樣的事
they become building steel .	他們變成了鋼鐵 。
now , why does this happen ?	為什麼會這樣 ?
i've lost that count .	我失去了這個數字 。
cities are learning from each other .	城市是從彼此學習的 。
they don't feel different .	他們沒有感覺不同 。
it all sounds the same .	聽起來都一樣 。
that's the key thing .	這是關鍵的事情 。
and roger helped me .	羅斯協助我 。
and it's pretty simple .	很簡單 。
she's gone . "	她就去了 。 」
what percentage of the time ?	時間的百分之五 ?
they cross over .	他們跨越了 。
that would be a beautiful thing .	那會是個美麗的東西 。
not very well at all .	不太好了 。
that's actually not true .	這其實不是真的 。
it's a new experience .	這是一個新的經驗 。
this is nine of them .	這是其中九個 。
so that's our job .	這是我們的工作 。
but you can do other things .	但你可以做其他事情 。
so let's do that .	所以 , 讓我們這樣做 。
and lots of people watch .	很多人看過 。
we stop ourselves from doing things .	我們停止自己做事 。
the present you is hopeful .	今天你有希望 。
who do you think you are ?	你認為你是誰 ?
most parents would find that great .	大部分的父母會發現這麼棒 。
how do we create public space ?	我們如何創造公共空間 ?
most of them work for companies .	大部分的公司都為公司工作 。
i do , in any case .	總之 , 我在任何情況下做 。
who do you run away from ?	你是誰 ?
they can cost you a lot .	他們可以花很多錢 。
they were very friendly .	他們非常友善 。
that leaves this white space .	這張白色空間 。
and almost every state has one .	幾乎每個州都有一個 。
stop running around starving .	停止繞行星 。
that plan has worked thanks .	這個計劃非常感謝 。
sometimes they agree .	有時他們同意 。
he played . he won .	他玩了 。 他贏了 。
we live in the world together .	我們一起生活在世界裡 。
ca: thank you so much .	克:謝謝各位 。
her name i did not know .	她的名字不知道 。
it has sensors .	它有感測器 。
i totally lost it .	我完全失去了 。
it's between buildings .	它是建築之間的 。
they felt empowered .	他們覺得很有魅力 。
what do you bring to it ?	你要怎麼做呢 ?
it's an old idea .	這是一個古老的想法 。
i know they care a lot .	我知道他們在乎很多 。
five million people have taken it .	五百萬人拍了 。
" all right . ok . "	「 好了 。 」
and you get something like this .	你得到像這樣的東西 。
it was in italy .	在義大利 。
and it has more notes .	它有更多的音符 。
not quite ten percent .	不是百分之十 。
" did you hear me ? "	「 你聽過我嗎 ? 」
and we are considered less .	我們越來越少考慮 。
countries are going underwater .	國家正在下降 。
which really bothers me .	這真的讓我感到很困惑 。
and i believe there is .	我相信有了 。
that is how we live .	這就是我們生活的方式 。
because it's easy .	因為它很容易 。
i had to step down .	我必須走下去 。
the ocean is everything else .	海洋是其他的 。
that's the end .	這是終點 。
so there we have it .	所以 , 我們有了 。
we can fly around them .	我們可以飛過它們 。
now you have another choice .	現在你有另一個選擇 。
this is what we believe .	這是我們相信的 。
how do you even start ?	你怎麼開始 ?
now , something else happened .	現在 , 其他事情發生了 。
here's his solution .	這是他的解決方法 。
that's not true .	這不是真的 。
it's not easy .	這並不容易 。
this is seaweed .	這是海報 。
thank you . thank you .	感謝各位 , 感謝各位 。
he nodded .	他被告知了 。
thank you very much .	感謝各位 。
that , i am not .	我不是這樣 。
thank you very much .	感謝各位 。
i turn around . . .	我轉過來了 。
thank you very much .	感謝各位 。
thank you so much everyone .	感謝大家 。
here's the first .	這是第一個 。
so that is a fact .	所以這是事實 。
thank you very much .	感謝各位 。
your mental health ?	你的心理健康嗎 ?
and we continue to build .	我們繼續建造 。
why ? he made you .	他為什麼會讓你做 。
i thought they were fun .	我想他們很有趣 。
for example , personality .	比如 , 個人性 。
sometimes you will trip .	有時候你會嘗試 。
again , see number one .	同樣的 , 看看數字 。
" should we be there ?	「 我們應該在那裡嗎 ?
ella is stuck .	艾拉克是史黛拉 。
i never saw his face .	我從未看過他的臉 。
question for you , though .	然而 , 對你來說 , 問題是 。
be us , be we .	身為我們 。
we have to end this .	我們必須結束 。
more complex interiors .	更複雜的介入者 。
there were still fishes .	仍然有魚 。
this week ? last week ?	上週 ? 去週嗎 ?
i hope , i believe .	我希望 , 我相信 。
so step one . . .	所以 , 一步 。
where did this all begin ?	這一切始於哪裡 ?
dana: that way .	丹娜:這樣 。
we have done it before .	我們以前已經做到了 。
how do we do that ?	我們要怎麼做 ?
and what do you say ?	你說什麼 ?
so curiosity .	所以好奇 。
so what could this mean ?	所以這意味著什麼 ?
and we did good . "	我們做得很好 。 」
think about cpr .	想想cpr 。
" the business is on .	「 商業是這樣 。
are we not children ?	我們不是孩子 ?
we married .	我們結婚了 。
don't tell .	別說 。
thank you so much .	感謝各位 。
but that is great .	但這很棒 。
was that computer music ?	那是電腦音樂嗎 ?
we all have problems .	我們都有問題 。
so where are they ?	所以他們在哪裡 ?
you can see this .	你可以看到這個 。
it's not .	不是 。
let’s go .	讓我們來吧 。
feeding time .	餵食時間 。
what would i feel ?	我會覺得什麼 ?
pretty good , right ?	很棒 , 對吧 ?
the body is political .	身體是政治 。
maybe even deeply .	也許更深入 。
one was jason .	有一個是詹森.詹森 。
little line down there .	小線就在那邊了 。
we can't .	我們不能 。
it was pretty hard .	非常困難 。
make it bigger .	讓它更大 。
my work thanks .	我的工作感謝 。
i like being happy .	我喜歡快樂 。
we have both .	我們兩者都有 。
there it is .	這裡有 。
this is important .	這是很重要的 。
have sex .	性別有性 。
nothing at all .	一切都沒有 。
they helped .	他們協助了 。
they saw everything .	他們看到了一切 。
it really is .	真的是這樣 。
i made this .	我做了這個 。
doctor: now ?	醫生:現在呢 ?
but many die .	但很多死了 。
open up now .	現在開放了 。
yes , more .	沒錯 , 更多 。
something stronger ?	更強壯一點呢 ?
then another thing .	接著 , 另一件事 。
thank you .	感謝各位 。
thank you .	感謝各位 。
thank you .	感謝各位 。
thank you .	感謝各位 。
thank you .	感謝各位 。
thank you .	感謝各位 。
thank you .	感謝各位 。
thank you .	感謝各位 。
thank you .	感謝各位 。
thank you .	感謝各位 。
thank you .	感謝各位 。
thank you .	感謝各位 。
thank you .	感謝各位 。
thank you .	感謝各位 。
thank you .	感謝各位 。
thank you .	感謝各位 。
thank you .	感謝各位 。
thank you .	感謝各位 。
thank you .	感謝各位 。
deny .	絕望 。
grouper ?	群體呢 ?
fear not .	恐懼不是 。
but why ?	但為什麼呢 ?
hi everybody .	嗨 , 嗨 。
shy ?	羞辱嗎 ?
you know ?	你知道嗎 ?
thank you .	感謝各位 。
thank you .	感謝各位 。
thank you .	感謝各位 。
thank you .	感謝各位 。
thank you .	感謝各位 。
thank you .	感謝各位 。
thank you .	感謝各位 。
thank you .	感謝各位 。
no .	不是 。
right ?	對嗎 ?
right ?	對嗎 ?
right ?	對嗎 ?
order .	秩序 。
right ?	對嗎 ?
each and every one of us needs educating .	每個人都需要教育 。
or rather , we get educated out of it .	反而 , 我們已經教育出來了 。
rap , of course , rap freestyle .	少數 , 當然 , 種族自由 。
he loved intellectual battle .	他喜歡智能電池 。
arthur samuel knew strategy .	藝術家知道策略 。
this wasn't invented recently .	這不是最近發明的 。
and i learned a whole bunch of really interesting stuff .	我學到了一大堆有趣的東西 。
but journalism isn't dead .	但記者並不是死去 。
and so that seemed sufficiently interesting .	所以這似乎很有趣 。
most of our planet is in eternal darkness .	我們大部分的地球都是在永恆黑暗中 。
so here we're looking from the south , look north .	所以 , 我們從南方看 , 看看北方 。
so i'd like to think it was a good sign .	我想說這是一個很好的訊號 。
it's good for improving people's lives .	對改善人們的生活有益 。
and so this is something that we should be able to design .	這是我們應該設計的 。
i'm going to give you just two examples today .	我今天要給你們兩個例子 。
but it doesn't happen automatically .	但它不會自動發生 。
it's not about individual recognition .	這不是關於個人認知 。
but look at all the electrodes around it .	但 , 看看周圍的所有電路 。
of course , these are extreme examples .	當然 , 這些都是極端的例子 。
we've covered purpose already .	我們已經完成了一些目的 。
the bridge was far too flexible .	橋樑已經太過了 。
well , what did i do when i was a kid ?	嗯 , 當我還是個孩子時 , 我怎麼做 ?
the same thing happens when you get something spinning .	同樣的事情發生了同樣的事 。
looked like a ladybug , right ?	看起來像個女士 , 對吧 ?
this is the storage system that he designed .	這是他設計的儲蓄系統 。
it can hear , it holds memories .	它可以聽見 , 它能保持記憶 。
the first pattern always kind of shocked me .	第一個模式總是讓我震驚 。
what matters is that there are a lot of them .	重要的是 , 有很多人 。
scientists tell us that vaccines are safe .	科學家告訴我們疫苗安全 。
clouds are blocking the view .	雲朵正在阻止觀點 。
but the bubble doesn't last long .	但泡泡並不長久 。
would you call out your answers , please ?	你會說出你的答案 , 請你回答嗎 ?
you also have this idea for bicycles .	你也有個想法 , 根據循環 。
now we're talking the potential for real change .	現在 , 我們正在談真正改變的潛力 。
that is why millions of people doodle .	這就是為什麼數百萬人都能參與 。
i was awakened once during the night .	晚上我在晚上醒來 。
it was a really extraordinary moment .	這是一個非常不凡的時刻 。
this is a hotel in bolivia .	這是在波利亞的馬利亞 。
and bell then goes on to explain to the students .	接著 , 貝爾來解釋學生 。
so here's another few people trying it out .	所以 , 這是另外幾個人嘗試 。
mentor: he had nowhere to hide .	男士:他現在已經躲藏了 。
the second lesson i learned is about harmony .	我學到的第二個課程是關於哈蒙 。
it's right here , let's use it .	在這裡 , 讓我們用它 。
and he answered me , and it was pretty interesting .	他回答了我 , 很有趣 。
and this is doug engelbart .	這確實很艱難 。
best of all , images . just a simple image .	最好的 , 圖像只是一個簡單的圖像 。
but it just isn't changing fast enough .	但它不夠快 。
and it was the same everywhere . . .	同時也是一樣的 。
and this was an inspiration to me .	這對我來說是個鼓舞 。
he said there's just not in demand .	他說 , 絕對沒有 。
compassion is going to be limited .	同情心會被限制 。
they want to do it , too , and they can .	他們也想做 , 他們也可以做到 。
they cannot deal with multiplicity .	他們無法處理多樣性 。
and i think they’re breathing .	我想他們正在呼吸 。
well , the clerks are the computers .	嗯 , 臨床是電腦 。
only the best ones can survive .	唯一能存活 。
we're even doing this on purpose .	我們甚至在做這件事 。
but hey , we're on ted time .	但 , 嘿 , 我們在ted 。
that's not what we're talking about .	這不是我們談論的 。
well there's an answer that many people would give .	有很多人會提供答案 。
i promise , you'll love it .	我保證 , 你會很愛它 。
the rebels be rockin' .	叛軍是搖滾的 。
this would be truly incredible .	這真的很不可思議 。
we don't have time to waste for that .	我們沒有時間去浪費它 。
so again , that was a real good match .	同樣的 , 這是一個真正好的配偶 。
that hurts me just to look at .	那讓我感到震撼 。
what's actually the scope of the problem ?	問題到底是什麼 ?
and what you need to do is listen to your body .	你需要做的是聆聽你的身體 。
but i'm not here to talk about music today .	但今天我不在這裡談音樂 。
we have some serious work still to do .	我們還有一些嚴重的工作 。
this is a worldchanging invention .	這是一個改變世界的發明 。
and he was very , very sorry .	他很抱歉 。
we are the ones who share the stories online .	我們是透過網路上分享的故事 。
more money , less drugs . hmm .	更多錢、較少的毒品 。
so you go to the doctor and get some tests .	所以 , 你去醫生 , 拿一些測試 。
new ways of making electric transportation .	新方法 , 製造電力運輸 。
and you should see me during the match .	你應該在馬上看到我 。
have you ever been approached by strangers ?	你曾經被陌生人接近嗎 ?
i mean , i could tell you hundreds of them .	我的意思是 , 我可以告訴你數百個 。
how did you make all these people pay for music ? "	你要如何讓所有這些人付出音樂 ? 」
of your team , only hedge can fit .	你的團隊 , 只有醫學可以填補 。
pain is something that can make your life miserable .	疼痛是可以讓你的生活不可思議的 。
the potential gains here are enormous .	這裡的潛力氣體很大 。
and boy , they were like , " what ? why ?	男孩 , 他們問: 「 為什麼 ?
they put it in albany rather than new york .	他們把它放在亞洲 , 而不是紐約 。
and we knew that we were losing co2 .	我們知道我們在失去二氧化碳 。
stairs add enormous drama .	樓梯加上巨大的飲料 。
anyone can become a bitcoin miner .	任何人都可以變得更少 。
i'm not diego rivera or something .	我不是死於演算法或某件事 。
this piece could fire a shell every four seconds .	這個作品每四秒都能發出一顆羊 。
but soon we realized we were novices .	但很快 , 我們意識到 , 我們是不見的 。
in angola or afghanistan .	在阿富汗或阿富汗 。
that's the pantheon next to it .	這是下一步的路徑 。
and already today this is 25 , 000 images .	今天已經有25萬張照片 。
clearly , i need to walk home from ted .	很顯然 , 我需要從ted走回家 。
and perhaps in life , movements get better through learning .	也許在生命中 , 運動變得更好 。
no ? yes ? doesn't matter , it worked .	不是嗎 ? 不是嗎 ? 沒關係 。
so you're going to miss the earth again .	所以 , 你會再次誤解地球 。
i also know what i hope for for our girls .	我也知道我對女孩的希望 。
so let's talk for a moment about race .	讓我們來談談談種族的一瞬間 。
they didn't want to buy his bread .	他們不想買麵包 。
yes , they chose a cartoon , ok ?	沒錯 , 他們選擇一張漫畫 , 好嗎 ?
and someone sits down and draws a picture .	有人坐在下面 , 畫一張照片 。
i have a prescription for you .	我對你們有一項預算 。
i basically force people to tell me what they think .	基本上 , 我強迫人們告訴我他們認為的是什麼 。
now the amount of contraction is easy to control .	大量的矛盾是很容易控制的 。
and i had an armored organization at that point .	當時我有一個軍隊組織 。
and you know what ? it's just the beginning .	你知道嗎 ? 這只是一開始 。
the net of spies was really broad .	孢子的鄰居真的很廣 。
but no vehicles will need oil .	但沒有汽車需要石油 。
so is every part of her body , for that matter .	所以 , 她的身體每一部分都很重要 。
but once you're up , it's great .	但一旦你上升時 , 很棒 。
so i say: share your truths .	所以我說:分享你的真相 。
dna and clinical data is the food .	dna和臨床數據是食物 。
i would do it all over again if i could . "	我會再次做一次 , 如果我能做到 。 」
i don't think we have to make that choice .	我不認為我們必須做出選擇 。
however , there is ample cause for hope .	然而 , 有些原因是希望的 。
and it is a really weird thing to do .	這是非常奇怪的事 。
that's social . let's look at education .	這是社會 , 讓我們看看教育 。
and what would you do if you knew what i know ?	如果你知道我知道什麼 ?
if not in yours , your children's lives .	如果不是你 , 你的孩子的生活 。
i thought the looters had stolen everything .	我想 , 洛杉磯的一切都被偷了 。
it's perhaps because we expect it to be easy .	或許是因為我們預期它很容易 。
but let's back up: what is fat ?	但 , 讓我們回到:脂肪是什麼 ?
everything is about your town , where you live .	一切是關於你的鎮 , 你住在哪裡 。
or maybe you see a topless sunbather .	或者 , 也許你看到一個無線的太陽氣球 。
sk: it's really awful .	sk:這是很糟糕的 。
what did you see there and what did you do there ?	你看到了什麼 ? 你在那裡做什麼 ?
number five: entrepreneurship .	第五:企業家 。
it's beautiful and it's functional .	它很漂亮 , 而且它是功能性的 。
i'm trying , i'm trying .	我在嘗試 , 我正在嘗試 。
it's really pretty remarkable .	這真的很令人驚訝 。
now this is statistically impossible .	這是統計的 。
and that is the question we need to ask ourselves .	這就是我們必須問自己的問題 。
because they know that she needs to heal .	因為他們知道她需要治癒 。
here's a last exercise .	這是最後一項運動 。
bf: sevenclub juggling .	bf:7個結論 。
try again . try again: snow .	試試一次 , 試試一次:哇 。
and we were able to have a community meeting .	我們能夠有一個社區會議 。
a student missed 18 .	學生錯過18歲 。
and we're just playing here , right ?	我們只是在玩這裡 , 對吧 ?
i will explain briefly what this is .	我要簡短說明這是什麼 。
and it was gut wrenching .	猜猜猜是值得的 。
i call it my freedom staff .	我稱它為我的自由階段 。
and do not believe that that isn't coming .	不相信那不是會發生的 。
albert hands me the knife .	阿伯伯爾手給我廚師 。
he named it homunculus .	他稱它為 「 疫苗 」 。
and so the senate won in the end .	最後 , 感官贏得了 。
but we also have stars and things as well .	但我們也有恆星和事物 。
and , of course , bad for me personally .	當然 , 對我來說 , 很糟糕 。
we were attacking the wrong driver .	我們正在攻擊錯誤駕駛 。
we dropped the sandwiches .	我們把聖誕節丟掉 。
you don't have enough experts .	你沒有足夠專家 。
but still , i love imagining it .	但仍然 , 我很愛它 。
geologic process in action here .	這裡的地質過程 。
it was even taxdeductible .	它甚至是混合的 。
second is technical assistance .	第二 , 科技的資助 。
look at the client base for this .	看看這個關鍵的基礎 。
and people would come in and learn more about it .	人們會進來學習更多關於它 。
it's almost like a reflex .	幾乎就像反射一樣 。
so i'm surprised .	所以 , 我很驚訝 。
however , there's a catch .	然而 , 這裡有一個洞穴 。
what exactly are they experiencing ?	他們在探索什麼 ?
heroes like making speeches .	英雄就像製造英雄一樣 。
and it was a huge success .	這是一個巨大的成功 。
but it doesn't have to be that way .	但它不一定是這樣 。
it's going to be machinereadable .	它會被機器傳播 。
i didn't show you how to do that .	我沒有給你們看如何做到 。
but humans weren't always like this .	但人類並不像這樣 。
and these are also chemical factories .	這些也是化學工廠 。
so , i have a strange career .	所以 , 我有一個奇怪的職涯 。
make it go away . make it go away . "	讓它消失了 。 讓它消失了 。 」
he said , " it's a what ? "	他說: 「 這是什麼 ? 」
we can actually see a human pulse .	我們可以看到人類的靈魂 。
i'm so sorry to say that .	我很抱歉說 。
and then we need to consume less .	然後我們必須減少 。
you've forgotten me forever .	你忘了我 。
they are highly unpredictable .	他們非常不可思議 。
