i want to leave you with one last thought .	我想留給你們最後一個想法 。
" yeah , both my parents are black .	「 對 , 我的父母都是黑人 。
you had to do everything to get your phone .	你要做每件事都要拿手機 。
what do you want your life to look like ?	你想要的人生是什麼樣子 ?
the other is obviously a computer mouse .	另外一個是電腦滑鼠 。
and you might save a ton of money .	你可以拯救一噸的錢 。
and charles started not liking that .	查爾斯開始不抱歉 。
wikipedia changed the world , too .	維基百科也改變了世界 。
let me show you what it looks like .	讓我給各位看看它看起來是什麼樣子 。
jc: it makes perfect sense to me .	jc:對我來說是合理的 。
the question is: how do we do it ?	問題是:我們要怎麼做 ?
is migration really a choice ?	移民真的是個選擇嗎 ?
mb: i know , i know .	mb:我知道 。
this is a season of grace .	這是一個墳墓的季節 。
we call those pulsars .	我們稱之為脈衝 。
anyone here want to be paid well ?	這裡有人想付錢好嗎 ?
how many followers have i gained ?	我收集了多少個追蹤者 ?
and this is the first stop along the line .	這是第一條停下來 。
so multilateralism works .	所以多種道德主義運作 。
here comes the crazy moment .	這是瘋狂的時刻 。
and i think that's where we are .	我認為這是我們所處的 。
east to west , right ?	對西方來說 , 對嗎 ?
we tried to understand how we can help .	我們試圖了解我們如何幫助 。
so they would go and build huge structures .	所以他們會去建造很大的結構 。
is that a difficult position for you ?	這對你來說是困難的位置嗎 ?
well today , this is only a year later .	今天 , 這只是一年後 。
it doesn't have a name yet .	還沒有名字 。
it has weeping water right now .	現在它有天空水 。
they figure there must be more to it .	他們認為應該有更多的影響 。
and we're going to walk in .	我們要走進去 。
people applaud in delight .	人們在迪望遠處出現 。
the female is flightless .	雌性很輕鬆 。
the second thing is , the health issue .	第二件事是 , 健康問題 。
the other , in nuances .	另外 , 在營養上 。
the negatives are gone .	負面是這樣 。
len is an introvert .	李恩是個介紹 。
so it allows it to roll .	所以 , 它能讓它滾動 。
do you know what i wanted to be ?	你們知道我想要做什麼 ?
the mission didn't work .	任務並沒有成功 。
he'd been tortured .	他被迫害了 。
i ran through the numbers myself .	我自己經歷了數字 。
but it cannot do it alone .	但它不能獨自做到 。
but that , too , is not enough .	但這也不夠 。
this is the warp and weft .	這是暖化和軟體 。
we opened women's learning center .	我們打開女性學習中心 。
and it uses no fuel .	它沒有燃料 。
they , too , are doing great work .	他們也做得很好 。
this is him on the screen .	這是他在螢幕上 。
and there's the sheep .	這是羊 。
so this is how you vote .	這就是你投票的方式 。
so i couldn't handle it .	所以 , 我無法控制它 。
number three: property rights .	第三:權利 。
these are absurdities .	這些都是抽象性的 。
the same is true of the political field .	同樣是政治領域 。
do you have a ring as well ?	你還有一首歌嗎 ?
there's more that can be done .	可以做到更多 。
well , consciousness . "	意識 。 」
but then i started to realize something .	但後來 , 我開始了解一些事情 。
but it didn't work that way .	但這並不有效 。
it's too riskaverse .	這太危險了 。
that's that's not true .	這不是真的 。
well why would i bother doing that ?	為什麼我會這樣做 ?
it's fed by . . .	它被灌溉了 。
and why won't they do that ?	為什麼他們不會這樣做 ?
an invitation , a challenge ?	一個邀請 , 一個挑戰嗎 ?
ab: and what month ?	ab:還有月什麼 ?
and finally , dogmatism .	最後 , 狗主義 。
their rate is about 12 percent .	他們的比率大約是12% 。
how are you coping with the fear ?	你要如何面對恐懼 ?
it's such a beautiful little machine .	這是一個美麗的機器 。
in 1975 , he lost again .	1975年 , 他又失去了 。
our experience is where we're from .	我們的經驗是從何而來的 。
they're more american than anything else .	他們比任何其他的美國人還要多 。
ok , how about some good news ?	好吧 , 有什麼好消息 ?
gone , gone , gone .	去吧 , 去吧 。
so , what is the future of cities ?	那麼 , 城市的未來是什麼 ?
but , like , really crying .	但 , 真的很抱歉 。
why did we use that word , science ?	為什麼我們使用這個詞 , 科學 ?
they showed bloody gums .	他們展示了血管槍 。
of course this is how americans think .	當然 , 這就是美國人的想法 。
there are different paradigms .	有不同的範例 。
this is my favorite one .	這是我最喜歡的 。
i believe he is selling hope .	我相信他在賣希望 。
and we see the mother in every being .	我們看到每一位母親 。
who just turned out the lights ? "	誰只是把燈光轉換出來 ? 」
well , we got hundreds of ideas .	我們有數百個想法 。
salaam alaikum .	莎拉·阿拉瓦爾 。
dr . adam neiman .	亞當尼亞 。
it was the most in new york history .	這是紐約歷史上最重要的 。
madison was astonished .	麥迪遜很驚訝 。
it has wonderful properties .	它有很棒的特性 。
i don't know anything about you .	我不知道你 。
instead , we spend our time talking .	反之 , 我們花時間談話 。
number three: rally your allies .	第三:理性你的盟友 。
they were seeing something magical .	他們看到一些神奇的東西 。
and yes , we africans can .	是的 , 我們非洲人可以 。
bmw is a pretty safe car .	bmw是個非常安全的汽車 。
but you know what happened to my country .	但你知道我的國家發生了什麼事 。
the children are at the table .	孩子們是桌子 。
now each company handles it different ways .	現在每間公司都用不同的方式來處理 。
we can push through that .	我們可以把這些推進去 。
they seemed to speak to me .	他們似乎跟我說話 。
it is a biological computer .	這是生物電腦 。
we made this game in 2007 .	我們在2007年做了這個遊戲 。
it's cumulative .	這是消費 。
what would it take to change that ?	這需要什麼改變呢 ?
so , that's the system .	這就是系統 。
somebody else has a design for it .	其他人有設計 。
really expedites the process .	真正的探索過程 。
and some came from england .	有些來自英國 。
" please , help me .	「 請幫我 。
she had to look like a man .	她必須看起來像個男人 。
it is a chess game .	這是一個中國遊戲 。
so it's time for change .	所以 , 該是改變的時代 。
or did you get fired up ?	或者你被火燒掉了嗎 ?
many want to be part of this .	很多人想要成為其中之一 。
they cannot prevent this .	他們不能預防這一點 。
there were two lines in it .	裡面有兩條線 。
it is also unstable .	這也是不可能的 。
and so was darwin .	所以是達爾文 。
there was no way they could win .	他們沒有辦法贏得 。
and we get a lot of that .	我們得到了很多 。
why do we want to do this ?	為什麼我們要這樣做 ?
you can use it at ted .	你可以在ted使用它 。
there are two general types .	有兩種類型 。
now , here's the story .	現在 , 這是一個故事 。
but i will do a trial .	但我會做個試驗 。
it's a ways out still .	它仍然是如此 。
his vision was pretty poor .	他的願景非常貧窮 。
a voodoo experiment .	投票實驗 。
you should have started with z .	你應該從z開始 。
earth is having a fever .	地球有過濾 。
why would they cooperate ?	為什麼他們合作呢 ?
so it was all about the data .	關於數據 。
i'm only kidding .	我只是開玩笑 。
the first step is attention training .	第一步是注意力訓練 。
it wasn't even out yet .	還沒出去 。
it is time to scale this up .	該是要將這個規模擴大 。
to me , that represents hope .	對我來說 , 這代表希望 。
that means we can do it again .	這意味著我們可以再做一次 。
it's not just another day .	這不只是另一個日子 。
and i remember the first letter .	我記得第一封信 。
ks: yay !	kay !
this is the view from the inside .	這是內部的景象 。
surfaces can become porous .	表面可能會變得嚴重 。
maybe some of them are here now .	也許有些是現在的 。
poaching oh , no way .	把喔 , 不管怎樣 。
some shots go through quickly .	有些拍照很快 。
we still use heparin today .	我們今天仍然使用公寓 。
sixtyfive . wow .	65歲 。 哇 !
imagine that you run a cafe .	想像一下 , 你跑一杯咖啡 。
he went out and did an experiment .	他出去做了一個實驗 。
so what the hell was that ?	那到底是什麼 ?
we all have to lead the change .	我們都必須領導改變 。
zabalaza .	zabalza 。
will he be able to be normal ?	他能是正常的嗎 ?
titus was so bitter .	直覺是如此 。
pay up , because we did it .	付錢 , 因為我們做到了 。
actually , no , there are three .	事實上 , 沒有 , 這裡有三種 。
or even a little bit like this ?	或甚至有點像這樣嗎 ?
this is what it looks like .	這是它看起來的樣子 。
let me tell you who i am .	讓我告訴各位我是誰 。
this is one tough robot .	這是一個艱難的機器人 。
you really can make this change happen .	你真的可以讓這改變 。
you can be that great generation . "	你可能是那個偉大的世代 。 」
you know who else is doing that ?	你知道還有誰會這樣做 ?
what would we think of ourselves then ?	那時我們會想到什麼 ?
maybe you saw discomfort .	也許你看到不舒服 。
so dina , this is amazing .	所以 , 這是很棒的 。
and we need to train them right .	我們需要訓練他們 。
as it did in spain .	就像西班牙一樣 。
nm: uh , sure .	nm:嗯 , 當然 。
and that's a simple question .	這是一個簡單的問題 。
he speaks english .	他說英語 。
and so it should be with us .	所以應該和我們一起合作 。
the second thing is video games .	第二件事是電玩遊戲 。
so here is normal speed .	這是正常的速度 。
there's still time to lead .	仍有時間來領導 。
it was a historical day .	這是歷史性的日子 。
congratulations .	恭喜 。
you overcompensate .	你克服了 。
i became a parent .	我成為一個父母 。
idea number three is listening .	第三個想法是傾聽 。
pretty amazing , huh ?	很棒嗎 ?
what kind of world is this ?	這世界到底是什麼樣的 ?
i'm kidding .	我正在開玩笑 。
i document dreams .	我紀錄夢想 。
we need to believe in ourselves .	我們需要相信自己 。
they were always best in class .	他們總是在課堂中最好的 。
probably , like , none .	或許 , 沒有人 。
how many children did you have ?	你有多少孩子 ?
but he did have one thing .	但他做了一件事 。
now , they are leaders .	他們是領導者 。
and no one got killed .	沒有人被殺 。
and everyone was doing the same .	每個人都在做同樣的事
they become building steel .	他們變成了鋼琴 。
now , why does this happen ?	為什麼會這樣呢 ?
i've lost that count .	我失去了這個數字 。
cities are learning from each other .	城市正在彼此學習 。
they don't feel different .	他們不覺得不同 。
it all sounds the same .	這聽起來都一樣 。
that's the key thing .	這就是關鍵的事情 。
and roger helped me .	羅傑幫助我 。
and it's pretty simple .	這很簡單 。
she's gone . "	她去了 。 」
what percentage of the time ?	時間的百分之十是什麼 ?
they cross over .	他們跨越了 。
that would be a beautiful thing .	這是一個美麗的東西 。
not very well at all .	不是很好的 。
that's actually not true .	這不是真的 。
it's a new experience .	這是一個新的經驗 。
this is nine of them .	這是其中九個 。
so that's our job .	這就是我們的工作 。
but you can do other things .	但你也可以做其他事情 。
so let's do that .	所以 , 讓我們這樣做 。
and lots of people watch .	很多人看過 。
we stop ourselves from doing things .	我們阻止自己做事 。
the present you is hopeful .	今天你充滿希望 。
who do you think you are ?	你認為你是誰 ?
most parents would find that great .	大部分的父母會覺得很棒 。
how do we create public space ?	我們要如何創造公共空間 ?
most of them work for companies .	他們大部分都為公司工作 。
i do , in any case .	在任何情況下 , 我都做過 。
who do you run away from ?	你從哪裡跑出來 ?
they can cost you a lot .	他們可以花很多錢 。
they were very friendly .	他們非常友善 。
that leaves this white space .	這把白色空間留下來 。
and almost every state has one .	幾乎每個州都有一個 。
stop running around starving .	停止繞行星 。
that plan has worked thanks .	這計畫成功感謝 。
sometimes they agree .	有時候他們同意 。
he played . he won .	他玩了 。 他贏得了 。
we live in the world together .	我們住在世界各地 。
ca: thank you so much .	克里斯:非常感謝 。
her name i did not know .	她的名字不知道 。
it has sensors .	它有感知器 。
i totally lost it .	我完全失去了 。
it's between buildings .	這是建築物之間的 。
they felt empowered .	他們覺得很強大 。
what do you bring to it ?	你要帶給它什麼 ?
it's an old idea .	這是一個古老的想法 。
i know they care a lot .	我知道他們在乎很多 。
five million people have taken it .	五百萬人已經採取了 。
" all right . ok . "	「 好 。 好 。 」
and you get something like this .	你得到像這樣的東西 。
it was in italy .	在義大利 。
and it has more notes .	它有更多的音符 。
not quite ten percent .	沒有百分之十 。
" did you hear me ? "	「 你聽到我嗎 ? 」
and we are considered less .	我們被認為比較少 。
countries are going underwater .	國家將會下水 。
which really bothers me .	這真的讓我感到困惑 。
and i believe there is .	我相信這裡有 。
that is how we live .	這就是我們生活的方式 。
because it's easy .	因為很容易 。
i had to step down .	我必須走下去 。
the ocean is everything else .	海洋是其他的 。
that's the end .	這就是最後的結果 。
so there we have it .	所以 , 我們有了它 。
we can fly around them .	我們可以飛過它們 。
now you have another choice .	現在你有另一個選擇 。
this is what we believe .	這就是我們所相信的 。
how do you even start ?	你要如何開始 ?
now , something else happened .	其他事情發生了 。
here's his solution .	這是他的解決方案 。
that's not true .	這不是真的 。
it's not easy .	這不容易 。
this is seaweed .	這是海報 。
thank you . thank you .	謝謝 。 謝謝 。 謝謝 。
he nodded .	他發音了 。
thank you very much .	謝謝大家 。
that , i am not .	我不是這樣 。
thank you very much .	謝謝大家 。
i turn around . . .	我轉過來 。
thank you very much .	謝謝大家 。
thank you so much everyone .	謝謝大家 。
here's the first .	這是第一個 。
so that is a fact .	這就是事實 。
thank you very much .	謝謝大家 。
your mental health ?	你的心理健康嗎 ?
and we continue to build .	我們繼續建造 。
why ? he made you .	為什麼 ? 他給你 。
i thought they were fun .	我覺得他們很有趣 。
for example , personality .	例如 , 個人性 。
sometimes you will trip .	有時候你會嘗試 。
again , see number one .	再一次 , 看到一個 。
" should we be there ?	「 我們應該在那裡嗎 ?
ella is stuck .	艾拉是卡車 。
i never saw his face .	我從未見過他的臉 。
question for you , though .	然而 , 對你來說 , 這個問題 。
be us , be we .	身為我們 。
we have to end this .	我們必須結束 。
more complex interiors .	更複雜的介入 。
there were still fishes .	仍然有魚 。
this week ? last week ?	這週嗎 ? 上週 ?
i hope , i believe .	我希望 , 我相信
so step one . . .	一步 。
where did this all begin ?	這一切從哪裡開始 ?
dana: that way .	丹娜:那就是這樣 。
we have done it before .	我們以前已經做過 。
how do we do that ?	我們該怎麼做呢 ?
and what do you say ?	你說什麼 ?
so curiosity .	好奇心 。
so what could this mean ?	這意味著什麼 ?
and we did good . "	我們做了好事 。 」
think about cpr .	想想cpr 。
" the business is on .	「 企業正在上台 。
are we not children ?	我們不是孩子嗎 ?
we married .	我們結婚了 。
don't tell .	別說 。
thank you so much .	謝謝大家 。
but that is great .	但這很棒 。
was that computer music ?	那台電腦音樂嗎 ?
we all have problems .	我們都有問題 。
so where are they ?	所以他們在哪裡 ?
you can see this .	你可以看到 。
it's not .	這不是 。
let’s go .	我們來吧 。
feeding time .	餵飽時間 。
what would i feel ?	我覺得什麼 ?
pretty good , right ?	好吧 ?
the body is political .	身體是政治 。
maybe even deeply .	也許更深入 。
one was jason .	第一是傑森 。
little line down there .	小線就在那邊 。
we can't .	我們不能 。
it was pretty hard .	非常困難 。
make it bigger .	讓它更大 。
my work thanks .	我的工作感謝 。
i like being happy .	我喜歡快樂 。
we have both .	我們有兩種 。
there it is .	這裡有 。
this is important .	這很重要 。
have sex .	x 。
nothing at all .	一切都沒有 。
they helped .	他們幫忙 。
they saw everything .	他們看到所有東西 。
it really is .	這真的是 。
i made this .	我做了這個 。
doctor: now ?	醫生:現在 ?
but many die .	但很多人死亡 。
open up now .	現在開放了 。
yes , more .	是的 。
something stronger ?	更強大的東西呢 ?
then another thing .	接著 , 另外一件事 。
thank you .	謝謝 。
thank you .	謝謝 。
thank you .	謝謝 。
thank you .	謝謝 。
thank you .	謝謝 。
thank you .	謝謝 。
thank you .	謝謝 。
thank you .	謝謝 。
thank you .	謝謝 。
thank you .	謝謝 。
thank you .	謝謝 。
thank you .	謝謝 。
thank you .	謝謝 。
thank you .	謝謝 。
thank you .	謝謝 。
thank you .	謝謝 。
thank you .	謝謝 。
thank you .	謝謝 。
thank you .	謝謝 。
deny .	絕望 。
grouper ?	團體呢 ?
fear not .	恐懼不是 。
but why ?	但為什麼呢 ?
hi everybody .	嗨 。
shy ?	太好了 ?
you know ?	你知道嗎 ?
thank you .	謝謝 。
thank you .	謝謝 。
thank you .	謝謝 。
thank you .	謝謝 。
thank you .	謝謝 。
thank you .	謝謝 。
thank you .	謝謝 。
thank you .	謝謝 。
no .	不 。
right ?	對嗎 ?
right ?	對嗎 ?
right ?	對嗎 ?
order .	秩序 。
right ?	對嗎 ?
each and every one of us needs educating .	我們每個人都需要教育 。
or rather , we get educated out of it .	或者 , 我們被教育出來 。
rap , of course , rap freestyle .	當然 , 種族自由 。
he loved intellectual battle .	他喜歡智慧戰役 。
arthur samuel knew strategy .	藝術颶風知道策略 。
this wasn't invented recently .	這不是最近發明的 。
and i learned a whole bunch of really interesting stuff .	我學到很多有趣的東西 。
but journalism isn't dead .	但記者不會死 。
and so that seemed sufficiently interesting .	這似乎很有趣 。
most of our planet is in eternal darkness .	我們大部分的地球都是永恆的黑暗 。
so here we're looking from the south , look north .	我們從南方看待北方 。
so i'd like to think it was a good sign .	我想這是一個很好的標誌
it's good for improving people's lives .	對改善人們的生活有益 。
and so this is something that we should be able to design .	這就是我們應該設計的東西 。
i'm going to give you just two examples today .	我今天要給你們兩個例子 。
but it doesn't happen automatically .	但它不會自動發生 。
it's not about individual recognition .	這不是個人認知 。
but look at all the electrodes around it .	但看看周圍所有的電路 。
of course , these are extreme examples .	當然 , 這些是極端的例子 。
we've covered purpose already .	我們已經覆蓋了目標 。
the bridge was far too flexible .	橋樑已經太流行了 。
well , what did i do when i was a kid ?	嗯 , 當我還是個孩子時 , 我做了什麼 ?
the same thing happens when you get something spinning .	同樣的事情發生在你身上 。
looked like a ladybug , right ?	看起來像個女士 , 對嗎 ?
this is the storage system that he designed .	這是他設計的儲存系統 。
it can hear , it holds memories .	它可以聽見 , 它保持記憶 。
the first pattern always kind of shocked me .	第一個模式總是讓我震驚 。
what matters is that there are a lot of them .	重點是 , 有很多人 。
scientists tell us that vaccines are safe .	科學家告訴我們疫苗是安全的
clouds are blocking the view .	雲朵正在阻擋這個觀點 。
but the bubble doesn't last long .	但泡沫不久 。
would you call out your answers , please ?	你會說出你的答案 , 請問嗎 ?
you also have this idea for bicycles .	你也對循環有這個想法 。
now we're talking the potential for real change .	我們正在談真正的改變 。
that is why millions of people doodle .	這就是為什麼數以百萬計的人 。
i was awakened once during the night .	我在晚上醒來 。
it was a really extraordinary moment .	這是非常不尋常的時刻 。
this is a hotel in bolivia .	這是波利維亞的一座飯店 。
and bell then goes on to explain to the students .	接著 , 接下來要向學生解釋 。
so here's another few people trying it out .	這裡還有一些人試過 。
mentor: he had nowhere to hide .	教師:他現在已經隱藏了 。
the second lesson i learned is about harmony .	我學到的第二課是關於哈蒙 。
it's right here , let's use it .	在這裡 , 讓我們用它 。
and he answered me , and it was pretty interesting .	他回答了我 , 這很有意思 。
and this is doug engelbart .	這是douggelbar 。
best of all , images . just a simple image .	最棒的照片 , 只是一個簡單的圖像 。
but it just isn't changing fast enough .	但這不夠快速改變 。
and it was the same everywhere . . .	這也是一樣的 。
and this was an inspiration to me .	這對我來說是個靈感 。
he said there's just not in demand .	他說 , 沒有要求 。
compassion is going to be limited .	同情心將會被限制 。
they want to do it , too , and they can .	他們也想做 , 他們也可以 。
they cannot deal with multiplicity .	他們無法處理多重性 。
and i think they’re breathing .	我認為他們正在呼吸 。
well , the clerks are the computers .	電腦是電腦 。
only the best ones can survive .	只能存活最好的一個 。
we're even doing this on purpose .	我們甚至在目的上做這件事 。
but hey , we're on ted time .	但是 , 我們在ted時期 。
that's not what we're talking about .	這不是我們所說的 。
well there's an answer that many people would give .	有很多人會提供的答案 。
i promise , you'll love it .	我承諾 , 你會愛它 。
the rebels be rockin' .	反叛者是岩石 。
this would be truly incredible .	這真的很不可思議
we don't have time to waste for that .	我們不需要浪費時間 。
so again , that was a real good match .	同樣地 , 這是一個很好的配偶 。
that hurts me just to look at .	這傷害了我 。
what's actually the scope of the problem ?	真正的問題是什麼 ?
and what you need to do is listen to your body .	你需要聽你的身體 。
but i'm not here to talk about music today .	但我不是今天要談音樂 。
we have some serious work still to do .	我們還有一些嚴肅的工作 。
this is a worldchanging invention .	這是一個世界改變的發明 。
and he was very , very sorry .	他很抱歉 。
we are the ones who share the stories online .	我們是網路上分享故事的人 。
more money , less drugs . hmm .	更多的錢 , 比較少的藥物 。
so you go to the doctor and get some tests .	所以你去看醫生 , 得到一些測試 。
new ways of making electric transportation .	新方法讓電動運輸 。
and you should see me during the match .	你應該在這個遊戲中看到我 。
have you ever been approached by strangers ?	你曾被陌生人接近嗎 ?
i mean , i could tell you hundreds of them .	我的意思是 , 我可以告訴你數百個 。
how did you make all these people pay for music ? "	你要如何讓這些人付出音樂 ? 」
of your team , only hedge can fit .	你的團隊只能填補 。
pain is something that can make your life miserable .	疼痛可以讓你的生命失誤 。
the potential gains here are enormous .	這裡的潛力氣體很大 。
and boy , they were like , " what ? why ?	他們說: 「 什麼 ? 為什麼 ?
they put it in albany rather than new york .	他們將它放到亞洲 , 而不是紐約 。
and we knew that we were losing co2 .	我們知道我們失去co2 。
stairs add enormous drama .	樓梯加上巨大的戲劇 。
anyone can become a bitcoin miner .	任何人都可以變得更少 。
i'm not diego rivera or something .	我不是演算法的理由 。
this piece could fire a shell every four seconds .	這件作品每四秒都能發出一座羊 。
but soon we realized we were novices .	但很快我們意識到我們是不見的 。
in angola or afghanistan .	在阿富汗或阿富汗 。
that's the pantheon next to it .	這是下一步的專利
and already today this is 25 , 000 images .	今天已經有2萬5千張照片 。
clearly , i need to walk home from ted .	顯然 , 我需要從ted回家 。
and perhaps in life , movements get better through learning .	也許在生命中 , 運動變得更好 。
no ? yes ? doesn't matter , it worked .	不是嗎 ? 不管是嗎 ? 不管怎麼辦 ?
so you're going to miss the earth again .	所以你再次誤解地球 。
i also know what i hope for for our girls .	我也知道我對於我們的女孩的希望 。
so let's talk for a moment about race .	讓我們來談談種族的時刻 。
they didn't want to buy his bread .	他們不想買他的麵包 。
yes , they chose a cartoon , ok ?	是的 , 他們選擇漫畫 , 好嗎 ?
and someone sits down and draws a picture .	有人坐下來畫一張照片 。
i have a prescription for you .	我對你們來說有個預言 。
i basically force people to tell me what they think .	基本上 , 我強迫人們告訴我他們的想法 。
now the amount of contraction is easy to control .	現在的矛盾很容易控制 。
and i had an armored organization at that point .	那時我有一個軍隊組織 。
and you know what ? it's just the beginning .	你知道嗎 ? 這只是開端 。
the net of spies was really broad .	脊椎非常廣泛 。
but no vehicles will need oil .	但沒有汽車需要石油 。
so is every part of her body , for that matter .	所以 , 她的每一部分都屬於這一點 。
but once you're up , it's great .	但一旦你站起來 , 很棒 。
so i say: share your truths .	所以我說:分享你的真相 。
dna and clinical data is the food .	dna和臨床數據是食物
i would do it all over again if i could . "	如果我能再做一次 。 」
i don't think we have to make that choice .	我不認為我們必須做出選擇 。
however , there is ample cause for hope .	然而 , 有希望 。
and it is a really weird thing to do .	這是非常奇怪的事 。
that's social . let's look at education .	這就是社會 。 讓我們看看教育 。
and what would you do if you knew what i know ?	如果你知道我知道什麼 ?
if not in yours , your children's lives .	如果不是在你身上 , 你的孩子的生活 。
i thought the looters had stolen everything .	我以為地點已經偷了 。
it's perhaps because we expect it to be easy .	也許是因為我們預期它很容易 。
but let's back up: what is fat ?	但 , 讓我們回到:脂肪是什麼 ?
everything is about your town , where you live .	關於你的城鎮 , 你住的地方 。
or maybe you see a topless sunbather .	或者 , 也許你看到無線陽光 。
sk: it's really awful .	sk:非常糟糕 。
what did you see there and what did you do there ?	你看到了什麼 ? 你在做什麼 ?
number five: entrepreneurship .	第五:企業家 。
it's beautiful and it's functional .	它很美麗 , 它是功能 。
i'm trying , i'm trying .	我正在嘗試 。
it's really pretty remarkable .	這真的很了不起 。
now this is statistically impossible .	這是統計學不可能的 。
and that is the question we need to ask ourselves .	這就是我們要問自己的問題
because they know that she needs to heal .	因為他們知道她需要治癒 。
here's a last exercise .	這是最後一個練習 。
bf: sevenclub juggling .	bf:7包含垃圾 。
try again . try again: snow .	再試一次 。 試一次:雪 。
and we were able to have a community meeting .	我們能夠有一個社區會議 。
a student missed 18 .	一位學生錯過18歲 。
and we're just playing here , right ?	我們只是在演奏 , 對吧 ?
i will explain briefly what this is .	我會簡短說明這是什麼 。
and it was gut wrenching .	而那是槍枝 。
i call it my freedom staff .	我稱之為我的自由站 。
and do not believe that that isn't coming .	不相信那不是來的 。
albert hands me the knife .	阿伯伯特手幫我 。
he named it homunculus .	他稱它為 「 熱流 」 。
and so the senate won in the end .	後來 , 參議員贏得了 。
but we also have stars and things as well .	但我們也有恆星和事情 。
and , of course , bad for me personally .	當然 , 對我個人來說不好 。
we were attacking the wrong driver .	我們攻擊錯誤駕駛 。
we dropped the sandwiches .	我們開了三明治 。
you don't have enough experts .	你沒有足夠的專家
but still , i love imagining it .	但是 , 我很喜歡它 。
geologic process in action here .	地理過程 。
it was even taxdeductible .	它甚至是可味的 。
second is technical assistance .	第二是科技的協助 。
look at the client base for this .	看看客戶基地 。
and people would come in and learn more about it .	人們會進一步學習 。
it's almost like a reflex .	幾乎就像反射一樣 。
so i'm surprised .	我驚訝 。
however , there's a catch .	然而 , 這裡有一隻貓 。
what exactly are they experiencing ?	他們在經歷什麼 ?
heroes like making speeches .	英雄喜歡製作言語 。
and it was a huge success .	這是一個非常成功的成功 。
but it doesn't have to be that way .	但不需要這樣做 。
it's going to be machinereadable .	它將會是機器可傳播的 。
i didn't show you how to do that .	我沒有向各位展示如何做到 。
but humans weren't always like this .	但人類並非如此 。
and these are also chemical factories .	這些也是化學工廠 。
so , i have a strange career .	我有個奇怪的職涯 。
make it go away . make it go away . "	讓它消失了 。 」
he said , " it's a what ? "	他說: 「 這是什麼 ? 」
we can actually see a human pulse .	我們可以看見人類的脈衝 。
i'm so sorry to say that .	我很抱歉地說 。
and then we need to consume less .	然後我們需要消費少 。
you've forgotten me forever .	你忘了我 。
they are highly unpredictable .	他們很不可思議 。
" i have a little web design company . "	「 我有個網站設計公司 。 」
the first is zero tolerance .	第一是零件 。
what percentage do you think switched ?	你覺得游泳有多少比例 ?
try and build a political settlement first .	試圖建立一個政治設施 。
we have to tell them that the culture has changed .	我們必須告訴他們文化已經改變了 。
but not all types of movement are allowed .	但並非所有的動作都被允許 。
i told you . they'll go there .	我告訴你們 , 他們會去那裡 。
this is from a global survey .	這是來自全球的調查 。
tm: are you man enough to be ?	湯姆:你夠男人嗎 ?
in india there is a rape every three minutes .	在印度 , 每三分鐘都有種雨水 。
moved to a house near a park .	搬到一個房子 。
here i am in my fourthgrade class .	這是我的第四年級的課 。
we don't do the everything else so well .	我們不這樣做 。
first the a blocks hold themselves in place .	首先 , 鎖定自己的地方 。
